Protein	PolyQlength
DBVPG7947|DBVPG7947_000083-T1	11
DBVPG7947|DBVPG7947_000111-T1	12
DBVPG7947|DBVPG7947_000224-T1	21
DBVPG7947|DBVPG7947_000356-T1	10
DBVPG7947|DBVPG7947_000583-T1	10
DBVPG7947|DBVPG7947_000801-T1	10
DBVPG7947|DBVPG7947_000863-T1	10
DBVPG7947|DBVPG7947_001714-T1	10
DBVPG7947|DBVPG7947_001881-T1	12
DBVPG7947|DBVPG7947_001975-T1	12
DBVPG7947|DBVPG7947_002002-T1	12
DBVPG7947|DBVPG7947_002749-T1	10
DBVPG7947|DBVPG7947_002759-T1	10
DBVPG7947|DBVPG7947_002819-T1	10
DBVPG7947|DBVPG7947_003151-T1	12
DBVPG7947|DBVPG7947_003180-T1	10
DBVPG7947|DBVPG7947_003792-T1	10
DBVPG7947|DBVPG7947_003834-T1	13
DBVPG7947|DBVPG7947_004007-T1	11
DBVPG7947|DBVPG7947_004290-T1	11
DBVPG7947|DBVPG7947_004504-T1	10
DBVPG7947|DBVPG7947_005379-T1	11
DBVPG7947|DBVPG7947_006052-T1	12
DBVPG7947|DBVPG7947_006210-T1	10
DBVPG7947|DBVPG7947_006263-T1	10
DBVPG7947|DBVPG7947_006618-T1	11
DBVPG7947|DBVPG7947_007252-T1	10
DBVPG7947|DBVPG7947_007464-T1	10
DBVPG7947|DBVPG7947_007518-T1	12
DBVPG7947|DBVPG7947_007544-T1	10
DBVPG7947|DBVPG7947_007780-T1	12
DBVPG7947|DBVPG7947_007900-T1	18
DBVPG7947|DBVPG7947_008263-T1	10
DBVPG7947|DBVPG7947_009293-T1	10
DBVPG7947|DBVPG7947_011256-T1	10
DBVPG7947|DBVPG7947_011373-T1	12
