Protein	PolyQlength
TFCN209612|TFCN209612_000126-T1	12
TFCN209612|TFCN209612_000393-T1	13
TFCN209612|TFCN209612_000652-T1	10
TFCN209612|TFCN209612_000767-T1	12
TFCN209612|TFCN209612_000813-T1	16
TFCN209612|TFCN209612_000850-T1	11
TFCN209612|TFCN209612_000917-T1	13
TFCN209612|TFCN209612_001182-T1	15
TFCN209612|TFCN209612_001529-T1	10
TFCN209612|TFCN209612_001995-T1	10
TFCN209612|TFCN209612_002019-T1	10
TFCN209612|TFCN209612_002051-T1	16
TFCN209612|TFCN209612_002079-T1	10
TFCN209612|TFCN209612_002122-T1	11
TFCN209612|TFCN209612_002154-T1	12
TFCN209612|TFCN209612_002647-T1	11
TFCN209612|TFCN209612_002676-T1	12
TFCN209612|TFCN209612_002829-T1	19
TFCN209612|TFCN209612_002884-T1	13
TFCN209612|TFCN209612_003332-T1	11
TFCN209612|TFCN209612_003610-T1	16
TFCN209612|TFCN209612_004022-T1	22
TFCN209612|TFCN209612_004065-T1	10
TFCN209612|TFCN209612_004195-T1	20
TFCN209612|TFCN209612_004457-T1	15
TFCN209612|TFCN209612_004673-T1	16
TFCN209612|TFCN209612_004914-T1	12
TFCN209612|TFCN209612_004943-T1	10
TFCN209612|TFCN209612_005074-T1	12
TFCN209612|TFCN209612_005118-T1	12
TFCN209612|TFCN209612_005277-T1	19
TFCN209612|TFCN209612_005378-T1	10
TFCN209612|TFCN209612_005578-T1	13
TFCN209612|TFCN209612_005624-T1	15
TFCN209612|TFCN209612_005667-T1	10
TFCN209612|TFCN209612_005788-T1	11
TFCN209612|TFCN209612_006087-T1	11
TFCN209612|TFCN209612_006389-T1	10
TFCN209612|TFCN209612_006438-T1	11
TFCN209612|TFCN209612_006520-T1	15
TFCN209612|TFCN209612_006661-T1	11
