Protein	PolyQlength
TFCN213-6-4|TFCN213-6-4_000171-T1	12
TFCN213-6-4|TFCN213-6-4_000497-T1	13
TFCN213-6-4|TFCN213-6-4_000535-T1	19
TFCN213-6-4|TFCN213-6-4_000575-T1	11
TFCN213-6-4|TFCN213-6-4_000644-T1	13
TFCN213-6-4|TFCN213-6-4_001116-T1	11
TFCN213-6-4|TFCN213-6-4_001592-T1	20
TFCN213-6-4|TFCN213-6-4_001715-T1	18
TFCN213-6-4|TFCN213-6-4_002023-T1	10
TFCN213-6-4|TFCN213-6-4_002595-T1	15
TFCN213-6-4|TFCN213-6-4_002634-T1	12
TFCN213-6-4|TFCN213-6-4_002666-T1	11
TFCN213-6-4|TFCN213-6-4_002710-T1	10
TFCN213-6-4|TFCN213-6-4_002738-T1	16
TFCN213-6-4|TFCN213-6-4_002888-T1	10
TFCN213-6-4|TFCN213-6-4_002929-T1	11
TFCN213-6-4|TFCN213-6-4_003130-T1	11
TFCN213-6-4|TFCN213-6-4_003213-T1	10
TFCN213-6-4|TFCN213-6-4_003385-T1	16
TFCN213-6-4|TFCN213-6-4_003503-T1	12
TFCN213-6-4|TFCN213-6-4_003520-T1	11
TFCN213-6-4|TFCN213-6-4_003579-T1	22
TFCN213-6-4|TFCN213-6-4_003710-T1	10
TFCN213-6-4|TFCN213-6-4_003714-T1	10
TFCN213-6-4|TFCN213-6-4_003803-T1	10
TFCN213-6-4|TFCN213-6-4_004207-T1	12
TFCN213-6-4|TFCN213-6-4_004421-T1	16
TFCN213-6-4|TFCN213-6-4_004476-T1	10
TFCN213-6-4|TFCN213-6-4_004807-T1	10
TFCN213-6-4|TFCN213-6-4_004916-T1	12
TFCN213-6-4|TFCN213-6-4_005233-T1	19
TFCN213-6-4|TFCN213-6-4_005353-T1	12
TFCN213-6-4|TFCN213-6-4_005374-T1	13
TFCN213-6-4|TFCN213-6-4_005414-T1	15
TFCN213-6-4|TFCN213-6-4_005435-T1	12
TFCN213-6-4|TFCN213-6-4_005843-T1	15
TFCN213-6-4|TFCN213-6-4_005915-T1	10
TFCN213-6-4|TFCN213-6-4_005947-T1	12
TFCN213-6-4|TFCN213-6-4_006118-T1	24
TFCN213-6-4|TFCN213-6-4_006429-T1	11
TFCN213-6-4|TFCN213-6-4_006523-T1	11
TFCN213-6-4|TFCN213-6-4_006578-T1	15
