Protein	PolyQlength
F64SP5A|F64SP5A_000138-T1	19
F64SP5A|F64SP5A_000610-T1	12
F64SP5A|F64SP5A_000861-T1	22
F64SP5A|F64SP5A_001184-T1	10
F64SP5A|F64SP5A_001351-T1	15
F64SP5A|F64SP5A_001394-T1	10
F64SP5A|F64SP5A_001438-T1	11
F64SP5A|F64SP5A_001472-T1	12
F64SP5A|F64SP5A_001709-T1	12
F64SP5A|F64SP5A_001832-T1	10
F64SP5A|F64SP5A_001924-T1	15
F64SP5A|F64SP5A_002153-T1	10
F64SP5A|F64SP5A_002240-T1	15
F64SP5A|F64SP5A_002637-T1	13
F64SP5A|F64SP5A_002874-T1	15
F64SP5A|F64SP5A_003151-T1	20
F64SP5A|F64SP5A_003192-T1	11
F64SP5A|F64SP5A_003270-T1	13
F64SP5A|F64SP5A_003520-T1	11
F64SP5A|F64SP5A_003774-T1	11
F64SP5A|F64SP5A_004010-T1	20
F64SP5A|F64SP5A_004555-T1	12
F64SP5A|F64SP5A_004577-T1	13
F64SP5A|F64SP5A_004694-T1	16
F64SP5A|F64SP5A_004733-T1	10
F64SP5A|F64SP5A_004862-T1	12
F64SP5A|F64SP5A_004895-T1	11
F64SP5A|F64SP5A_005009-T1	16
F64SP5A|F64SP5A_005239-T1	10
F64SP5A|F64SP5A_005289-T1	12
F64SP5A|F64SP5A_005413-T1	12
F64SP5A|F64SP5A_005477-T1	19
F64SP5A|F64SP5A_005724-T1	10
F64SP5A|F64SP5A_006209-T1	16
F64SP5A|F64SP5A_006293-T1	10
F64SP5A|F64SP5A_006406-T1	10
F64SP5A|F64SP5A_006668-T1	12
F64SP5A|F64SP5A_006712-T1	11
F64SP5A|F64SP5A_006993-T1	10
F64SP5A|F64SP5A_007163-T1	12
F64SP5A|F64SP5A_007176-T1	11
