Protein	PolyQlength
TFCN110C-1|TFCN110C-1_000170-T1	12
TFCN110C-1|TFCN110C-1_000378-T1	22
TFCN110C-1|TFCN110C-1_000603-T1	10
TFCN110C-1|TFCN110C-1_000643-T1	16
TFCN110C-1|TFCN110C-1_000674-T1	10
TFCN110C-1|TFCN110C-1_000718-T1	11
TFCN110C-1|TFCN110C-1_000753-T1	12
TFCN110C-1|TFCN110C-1_000945-T1	12
TFCN110C-1|TFCN110C-1_001068-T1	10
TFCN110C-1|TFCN110C-1_001179-T1	13
TFCN110C-1|TFCN110C-1_001594-T1	15
TFCN110C-1|TFCN110C-1_001637-T1	20
TFCN110C-1|TFCN110C-1_001679-T1	11
TFCN110C-1|TFCN110C-1_001758-T1	13
TFCN110C-1|TFCN110C-1_002252-T1	11
TFCN110C-1|TFCN110C-1_002762-T1	20
TFCN110C-1|TFCN110C-1_003023-T1	15
TFCN110C-1|TFCN110C-1_003211-T1	15
TFCN110C-1|TFCN110C-1_003474-T1	11
TFCN110C-1|TFCN110C-1_003756-T1	19
TFCN110C-1|TFCN110C-1_003910-T1	10
TFCN110C-1|TFCN110C-1_004050-T1	11
TFCN110C-1|TFCN110C-1_004081-T1	16
TFCN110C-1|TFCN110C-1_004316-T1	10
TFCN110C-1|TFCN110C-1_004365-T1	12
TFCN110C-1|TFCN110C-1_004721-T1	12
TFCN110C-1|TFCN110C-1_004738-T1	13
TFCN110C-1|TFCN110C-1_004802-T1	19
TFCN110C-1|TFCN110C-1_005737-T1	16
TFCN110C-1|TFCN110C-1_005787-T1	10
TFCN110C-1|TFCN110C-1_005864-T1	10
TFCN110C-1|TFCN110C-1_005965-T1	10
TFCN110C-1|TFCN110C-1_006112-T1	12
TFCN110C-1|TFCN110C-1_006157-T1	12
TFCN110C-1|TFCN110C-1_006508-T1	12
TFCN110C-1|TFCN110C-1_006531-T1	13
TFCN110C-1|TFCN110C-1_006578-T1	15
TFCN110C-1|TFCN110C-1_006692-T1	10
TFCN110C-1|TFCN110C-1_006905-T1	11
TFCN110C-1|TFCN110C-1_007139-T1	10
TFCN110C-1|TFCN110C-1_007203-T1	11
