Protein	PolyQlength
TFCN33A4|TFCN33A4_000036-T1	12
TFCN33A4|TFCN33A4_000605-T1	14
TFCN33A4|TFCN33A4_000724-T1	10
TFCN33A4|TFCN33A4_001377-T1	11
TFCN33A4|TFCN33A4_001415-T1	10
TFCN33A4|TFCN33A4_001533-T1	11
TFCN33A4|TFCN33A4_001659-T1	11
TFCN33A4|TFCN33A4_003277-T1	10
TFCN33A4|TFCN33A4_003427-T1	13
TFCN33A4|TFCN33A4_003469-T1	13
TFCN33A4|TFCN33A4_003748-T1	10
TFCN33A4|TFCN33A4_003992-T1	12
TFCN33A4|TFCN33A4_004225-T1	10
TFCN33A4|TFCN33A4_004308-T1	12
TFCN33A4|TFCN33A4_004878-T1	13
TFCN33A4|TFCN33A4_005046-T1	11
TFCN33A4|TFCN33A4_005530-T1	13
