Protein	PolyQlength
TFCN102D1|TFCN102D1_000170-T1	12
TFCN102D1|TFCN102D1_000585-T1	19
TFCN102D1|TFCN102D1_000751-T1	13
TFCN102D1|TFCN102D1_000819-T1	11
TFCN102D1|TFCN102D1_000855-T1	15
TFCN102D1|TFCN102D1_001301-T1	16
TFCN102D1|TFCN102D1_001422-T1	19
TFCN102D1|TFCN102D1_001738-T1	15
TFCN102D1|TFCN102D1_002177-T1	10
TFCN102D1|TFCN102D1_002261-T1	10
TFCN102D1|TFCN102D1_002387-T1	12
TFCN102D1|TFCN102D1_002659-T1	12
TFCN102D1|TFCN102D1_002692-T1	10
TFCN102D1|TFCN102D1_002774-T1	10
TFCN102D1|TFCN102D1_002827-T1	19
TFCN102D1|TFCN102D1_002990-T1	11
TFCN102D1|TFCN102D1_003143-T1	20
TFCN102D1|TFCN102D1_003217-T1	10
TFCN102D1|TFCN102D1_003330-T1	10
TFCN102D1|TFCN102D1_003334-T1	11
TFCN102D1|TFCN102D1_003360-T1	12
TFCN102D1|TFCN102D1_003392-T1	11
TFCN102D1|TFCN102D1_003436-T1	10
TFCN102D1|TFCN102D1_003555-T1	13
TFCN102D1|TFCN102D1_003758-T1	11
TFCN102D1|TFCN102D1_004125-T1	26
TFCN102D1|TFCN102D1_004631-T1	15
TFCN102D1|TFCN102D1_004756-T1	10
TFCN102D1|TFCN102D1_005035-T1	12
TFCN102D1|TFCN102D1_005182-T1	11
TFCN102D1|TFCN102D1_005461-T1	15
TFCN102D1|TFCN102D1_005558-T1	16
TFCN102D1|TFCN102D1_005719-T1	12
TFCN102D1|TFCN102D1_005851-T1	12
TFCN102D1|TFCN102D1_005891-T1	11
TFCN102D1|TFCN102D1_006005-T1	10
TFCN102D1|TFCN102D1_006109-T1	16
TFCN102D1|TFCN102D1_006158-T1	10
TFCN102D1|TFCN102D1_006275-T1	10
TFCN102D1|TFCN102D1_006344-T1	11
TFCN102D1|TFCN102D1_006606-T1	10
TFCN102D1|TFCN102D1_006617-T1	17
