Protein	PolyQlength
TFCN25333P2|TFCN25333P2_000057-T1	13
TFCN25333P2|TFCN25333P2_000126-T1	11
TFCN25333P2|TFCN25333P2_000166-T1	20
TFCN25333P2|TFCN25333P2_000247-T1	10
TFCN25333P2|TFCN25333P2_000330-T1	10
TFCN25333P2|TFCN25333P2_000363-T1	12
TFCN25333P2|TFCN25333P2_000564-T1	12
TFCN25333P2|TFCN25333P2_000719-T1	16
TFCN25333P2|TFCN25333P2_000926-T1	16
TFCN25333P2|TFCN25333P2_001255-T1	13
TFCN25333P2|TFCN25333P2_001869-T1	18
TFCN25333P2|TFCN25333P2_001954-T1	10
TFCN25333P2|TFCN25333P2_002126-T1	10
TFCN25333P2|TFCN25333P2_002200-T1	20
TFCN25333P2|TFCN25333P2_002619-T1	15
TFCN25333P2|TFCN25333P2_002889-T1	10
TFCN25333P2|TFCN25333P2_002997-T1	12
TFCN25333P2|TFCN25333P2_003029-T1	11
TFCN25333P2|TFCN25333P2_003073-T1	10
TFCN25333P2|TFCN25333P2_003253-T1	19
TFCN25333P2|TFCN25333P2_003397-T1	12
TFCN25333P2|TFCN25333P2_003457-T1	19
TFCN25333P2|TFCN25333P2_003738-T1	11
TFCN25333P2|TFCN25333P2_003790-T1	11
TFCN25333P2|TFCN25333P2_003900-T1	12
TFCN25333P2|TFCN25333P2_004034-T1	10
TFCN25333P2|TFCN25333P2_004317-T1	11
TFCN25333P2|TFCN25333P2_004484-T1	12
TFCN25333P2|TFCN25333P2_004506-T1	12
TFCN25333P2|TFCN25333P2_004710-T1	27
TFCN25333P2|TFCN25333P2_005359-T1	10
TFCN25333P2|TFCN25333P2_005399-T1	10
TFCN25333P2|TFCN25333P2_005446-T1	10
TFCN25333P2|TFCN25333P2_005555-T1	15
TFCN25333P2|TFCN25333P2_005690-T1	15
TFCN25333P2|TFCN25333P2_005861-T1	16
TFCN25333P2|TFCN25333P2_005997-T1	12
TFCN25333P2|TFCN25333P2_006056-T1	10
TFCN25333P2|TFCN25333P2_006288-T1	11
TFCN25333P2|TFCN25333P2_006481-T1	12
TFCN25333P2|TFCN25333P2_006565-T1	10
TFCN25333P2|TFCN25333P2_006656-T1	11
TFCN25333P2|TFCN25333P2_006790-T1	17
