Protein	PolyQlength
F64SP3B|F64SP3B_000137-T1	19
F64SP3B|F64SP3B_000429-T1	15
F64SP3B|F64SP3B_000590-T1	10
F64SP3B|F64SP3B_000690-T1	10
F64SP3B|F64SP3B_000791-T1	10
F64SP3B|F64SP3B_000835-T1	11
F64SP3B|F64SP3B_000869-T1	12
F64SP3B|F64SP3B_001273-T1	12
F64SP3B|F64SP3B_001472-T1	22
F64SP3B|F64SP3B_001727-T1	10
F64SP3B|F64SP3B_001960-T1	15
F64SP3B|F64SP3B_002183-T1	13
F64SP3B|F64SP3B_002420-T1	15
F64SP3B|F64SP3B_002466-T1	20
F64SP3B|F64SP3B_002507-T1	11
F64SP3B|F64SP3B_002586-T1	13
F64SP3B|F64SP3B_002910-T1	11
F64SP3B|F64SP3B_003073-T1	12
F64SP3B|F64SP3B_003096-T1	13
F64SP3B|F64SP3B_003282-T1	11
F64SP3B|F64SP3B_003677-T1	10
F64SP3B|F64SP3B_003804-T1	20
F64SP3B|F64SP3B_004008-T1	15
F64SP3B|F64SP3B_004389-T1	16
F64SP3B|F64SP3B_004630-T1	10
F64SP3B|F64SP3B_004725-T1	12
F64SP3B|F64SP3B_004980-T1	11
F64SP3B|F64SP3B_005118-T1	10
F64SP3B|F64SP3B_005252-T1	12
F64SP3B|F64SP3B_005371-T1	16
F64SP3B|F64SP3B_005410-T1	10
F64SP3B|F64SP3B_005453-T1	19
F64SP3B|F64SP3B_005517-T1	13
F64SP3B|F64SP3B_005711-T1	12
F64SP3B|F64SP3B_006138-T1	16
F64SP3B|F64SP3B_006190-T1	10
F64SP3B|F64SP3B_006521-T1	12
F64SP3B|F64SP3B_006844-T1	11
F64SP3B|F64SP3B_006944-T1	10
F64SP3B|F64SP3B_007128-T1	12
F64SP3B|F64SP3B_007158-T1	11
