TFCN25332P2|TFCN25332P2_000171-T1	12
TFCN25332P2|TFCN25332P2_000367-T1	13
TFCN25332P2|TFCN25332P2_000436-T1	11
TFCN25332P2|TFCN25332P2_000973-T1	18
TFCN25332P2|TFCN25332P2_001587-T1	24
TFCN25332P2|TFCN25332P2_001833-T1	15
TFCN25332P2|TFCN25332P2_002128-T1	10
TFCN25332P2|TFCN25332P2_002162-T1	16
TFCN25332P2|TFCN25332P2_002189-T1	10
TFCN25332P2|TFCN25332P2_002233-T1	11
TFCN25332P2|TFCN25332P2_002264-T1	12
TFCN25332P2|TFCN25332P2_002529-T1	10
TFCN25332P2|TFCN25332P2_002726-T1	16
TFCN25332P2|TFCN25332P2_002811-T1	11
TFCN25332P2|TFCN25332P2_003013-T1	10
TFCN25332P2|TFCN25332P2_003064-T1	13
TFCN25332P2|TFCN25332P2_003386-T1	12
TFCN25332P2|TFCN25332P2_003482-T1	20
TFCN25332P2|TFCN25332P2_003536-T1	10
TFCN25332P2|TFCN25332P2_003738-T1	11
TFCN25332P2|TFCN25332P2_004219-T1	19
TFCN25332P2|TFCN25332P2_004350-T1	13
TFCN25332P2|TFCN25332P2_004432-T1	10
TFCN25332P2|TFCN25332P2_004480-T1	10
TFCN25332P2|TFCN25332P2_004510-T1	10
TFCN25332P2|TFCN25332P2_004900-T1	12
TFCN25332P2|TFCN25332P2_005170-T1	16
TFCN25332P2|TFCN25332P2_005254-T1	15
TFCN25332P2|TFCN25332P2_005380-T1	12
TFCN25332P2|TFCN25332P2_005602-T1	12
TFCN25332P2|TFCN25332P2_005653-T1	10
TFCN25332P2|TFCN25332P2_005750-T1	15
TFCN25332P2|TFCN25332P2_006263-T1	11
TFCN25332P2|TFCN25332P2_006415-T1	12
TFCN25332P2|TFCN25332P2_006489-T1	11
TFCN25332P2|TFCN25332P2_006529-T1	15
TFCN25332P2|TFCN25332P2_006651-T1	10
TFCN25332P2|TFCN25332P2_006660-T1	11
