Protein	PolyQlength
TFCN25-325Y-1|TFCN25-325Y-1_000169-T1	12
TFCN25-325Y-1|TFCN25-325Y-1_000573-T1	13
TFCN25-325Y-1|TFCN25-325Y-1_000607-T1	10
TFCN25-325Y-1|TFCN25-325Y-1_000647-T1	16
TFCN25-325Y-1|TFCN25-325Y-1_000678-T1	10
TFCN25-325Y-1|TFCN25-325Y-1_000722-T1	11
TFCN25-325Y-1|TFCN25-325Y-1_000757-T1	11
TFCN25-325Y-1|TFCN25-325Y-1_001459-T1	13
TFCN25-325Y-1|TFCN25-325Y-1_001537-T1	11
TFCN25-325Y-1|TFCN25-325Y-1_001579-T1	20
TFCN25-325Y-1|TFCN25-325Y-1_001884-T1	18
TFCN25-325Y-1|TFCN25-325Y-1_002049-T1	11
TFCN25-325Y-1|TFCN25-325Y-1_002444-T1	15
TFCN25-325Y-1|TFCN25-325Y-1_002606-T1	10
TFCN25-325Y-1|TFCN25-325Y-1_002724-T1	20
TFCN25-325Y-1|TFCN25-325Y-1_002987-T1	15
TFCN25-325Y-1|TFCN25-325Y-1_003141-T1	11
TFCN25-325Y-1|TFCN25-325Y-1_003348-T1	10
TFCN25-325Y-1|TFCN25-325Y-1_003553-T1	10
TFCN25-325Y-1|TFCN25-325Y-1_003710-T1	12
TFCN25-325Y-1|TFCN25-325Y-1_003827-T1	11
TFCN25-325Y-1|TFCN25-325Y-1_003974-T1	19
TFCN25-325Y-1|TFCN25-325Y-1_004024-T1	10
TFCN25-325Y-1|TFCN25-325Y-1_004135-T1	16
TFCN25-325Y-1|TFCN25-325Y-1_004367-T1	12
TFCN25-325Y-1|TFCN25-325Y-1_004442-T1	12
TFCN25-325Y-1|TFCN25-325Y-1_004954-T1	19
TFCN25-325Y-1|TFCN25-325Y-1_005019-T1	13
TFCN25-325Y-1|TFCN25-325Y-1_005295-T1	10
TFCN25-325Y-1|TFCN25-325Y-1_005364-T1	16
TFCN25-325Y-1|TFCN25-325Y-1_005460-T1	10
TFCN25-325Y-1|TFCN25-325Y-1_005647-T1	10
TFCN25-325Y-1|TFCN25-325Y-1_005865-T1	12
TFCN25-325Y-1|TFCN25-325Y-1_006012-T1	15
TFCN25-325Y-1|TFCN25-325Y-1_006121-T1	15
TFCN25-325Y-1|TFCN25-325Y-1_006356-T1	13
TFCN25-325Y-1|TFCN25-325Y-1_006378-T1	12
TFCN25-325Y-1|TFCN25-325Y-1_006410-T1	11
TFCN25-325Y-1|TFCN25-325Y-1_006692-T1	10
TFCN25-325Y-1|TFCN25-325Y-1_007006-T1	12
TFCN25-325Y-1|TFCN25-325Y-1_007099-T1	11
