Protein	PolyQlength
Clael1|Clael1_25819	12
Clael1|Clael1_54119	22
Clael1|Clael1_75670	13
Clael1|Clael1_143753	13
Clael1|Clael1_169142	10
Clael1|Clael1_253629	13
Clael1|Clael1_332487	15
Clael1|Clael1_343577	13
Clael1|Clael1_376172	12
Clael1|Clael1_399690	29
Clael1|Clael1_426844	16
Clael1|Clael1_429469	44
Clael1|Clael1_433621	12
Clael1|Clael1_443985	16
Clael1|Clael1_445713	12
Clael1|Clael1_446733	10
Clael1|Clael1_449181	55
Clael1|Clael1_451473	42
Clael1|Clael1_456200	41
Clael1|Clael1_457060	18
Clael1|Clael1_460279	24
