Protein	PolyQlength
Aspeuc1|Aspeuc1_102959	11
Aspeuc1|Aspeuc1_248212	12
Aspeuc1|Aspeuc1_315629	11
Aspeuc1|Aspeuc1_316360	14
Aspeuc1|Aspeuc1_319545	11
Aspeuc1|Aspeuc1_320013	10
Aspeuc1|Aspeuc1_353004	11
Aspeuc1|Aspeuc1_354925	10
Aspeuc1|Aspeuc1_362385	11
Aspeuc1|Aspeuc1_366848	11
Aspeuc1|Aspeuc1_367223	21
Aspeuc1|Aspeuc1_370989	18
Aspeuc1|Aspeuc1_375329	12
Aspeuc1|Aspeuc1_375783	15
Aspeuc1|Aspeuc1_379758	11
Aspeuc1|Aspeuc1_382741	12
Aspeuc1|Aspeuc1_382884	10
Aspeuc1|Aspeuc1_383574	10
Aspeuc1|Aspeuc1_385561	14
Aspeuc1|Aspeuc1_389718	11
Aspeuc1|Aspeuc1_393659	14
Aspeuc1|Aspeuc1_396187	11
Aspeuc1|Aspeuc1_398699	11
Aspeuc1|Aspeuc1_399054	15
Aspeuc1|Aspeuc1_422750	12
Aspeuc1|Aspeuc1_453798	11
Aspeuc1|Aspeuc1_456001	11
Aspeuc1|Aspeuc1_459732	15
Aspeuc1|Aspeuc1_462429	12
