Protein	PolyQlength
Nauca1|Nauca1_533	11
Nauca1|Nauca1_550	15
Nauca1|Nauca1_647	15
Nauca1|Nauca1_954	11
Nauca1|Nauca1_980	10
Nauca1|Nauca1_1099	17
Nauca1|Nauca1_1262	12
Nauca1|Nauca1_2021	13
Nauca1|Nauca1_2075	15
Nauca1|Nauca1_2167	10
Nauca1|Nauca1_2311	19
Nauca1|Nauca1_2330	10
Nauca1|Nauca1_2403	12
Nauca1|Nauca1_2616	10
Nauca1|Nauca1_2771	10
Nauca1|Nauca1_2872	43
Nauca1|Nauca1_2961	10
Nauca1|Nauca1_3196	10
Nauca1|Nauca1_3197	12
Nauca1|Nauca1_3310	13
Nauca1|Nauca1_3351	13
Nauca1|Nauca1_3910	15
Nauca1|Nauca1_3952	10
Nauca1|Nauca1_4070	11
Nauca1|Nauca1_4260	14
Nauca1|Nauca1_4291	12
Nauca1|Nauca1_4381	14
Nauca1|Nauca1_4471	12
Nauca1|Nauca1_4611	12
Nauca1|Nauca1_4636	20
Nauca1|Nauca1_4708	13
Nauca1|Nauca1_4808	10
Nauca1|Nauca1_4812	10
Nauca1|Nauca1_4988	11
Nauca1|Nauca1_5047	12
Nauca1|Nauca1_5337	14
Nauca1|Nauca1_5344	10
Nauca1|Nauca1_5472	14
Nauca1|Nauca1_5572	11
