Protein	PolyQlength
Pirfi3|Pirfi3_61854	65
Pirfi3|Pirfi3_73186	11
Pirfi3|Pirfi3_82003	10
Pirfi3|Pirfi3_87413	14
Pirfi3|Pirfi3_88474	12
Pirfi3|Pirfi3_101952	11
Pirfi3|Pirfi3_106203	11
Pirfi3|Pirfi3_132777	12
Pirfi3|Pirfi3_152282	10
Pirfi3|Pirfi3_155528	10
Pirfi3|Pirfi3_284506	14
Pirfi3|Pirfi3_288340	14
Pirfi3|Pirfi3_293136	14
Pirfi3|Pirfi3_305170	10
Pirfi3|Pirfi3_317216	11
Pirfi3|Pirfi3_317885	11
Pirfi3|Pirfi3_318150	16
Pirfi3|Pirfi3_330744	11
Pirfi3|Pirfi3_330851	12
Pirfi3|Pirfi3_343727	12
Pirfi3|Pirfi3_349493	11
Pirfi3|Pirfi3_350691	10
Pirfi3|Pirfi3_351265	11
Pirfi3|Pirfi3_354024	20
Pirfi3|Pirfi3_354884	19
Pirfi3|Pirfi3_365521	12
Pirfi3|Pirfi3_372623	10
Pirfi3|Pirfi3_404484	16
Pirfi3|Pirfi3_408091	10
Pirfi3|Pirfi3_409373	18
Pirfi3|Pirfi3_410818	10
Pirfi3|Pirfi3_411773	12
Pirfi3|Pirfi3_412271	10
Pirfi3|Pirfi3_413271	32
Pirfi3|Pirfi3_413729	12
Pirfi3|Pirfi3_413740	19
Pirfi3|Pirfi3_415377	10
Pirfi3|Pirfi3_417199	10
Pirfi3|Pirfi3_455637	14
Pirfi3|Pirfi3_578893	11
Pirfi3|Pirfi3_579365	10
Pirfi3|Pirfi3_579423	26
Pirfi3|Pirfi3_581121	16
Pirfi3|Pirfi3_581971	11
Pirfi3|Pirfi3_582326	10
Pirfi3|Pirfi3_582621	15
Pirfi3|Pirfi3_582789	10
Pirfi3|Pirfi3_582988	19
Pirfi3|Pirfi3_584774	11
Pirfi3|Pirfi3_586623	12
