Protein	PolyQlength
Phlrad1|Phlrad1_131838	10
Phlrad1|Phlrad1_131978	12
Phlrad1|Phlrad1_132195	17
Phlrad1|Phlrad1_132670	13
Phlrad1|Phlrad1_132893	12
Phlrad1|Phlrad1_133041	14
Phlrad1|Phlrad1_134179	19
Phlrad1|Phlrad1_135056	36
Phlrad1|Phlrad1_135057	36
Phlrad1|Phlrad1_135058	36
Phlrad1|Phlrad1_135176	12
Phlrad1|Phlrad1_139396	12
Phlrad1|Phlrad1_139580	19
Phlrad1|Phlrad1_140388	22
Phlrad1|Phlrad1_141432	15
Phlrad1|Phlrad1_142325	11
Phlrad1|Phlrad1_142326	11
Phlrad1|Phlrad1_142614	10
Phlrad1|Phlrad1_142818	16
Phlrad1|Phlrad1_143068	10
Phlrad1|Phlrad1_144331	12
Phlrad1|Phlrad1_144332	12
Phlrad1|Phlrad1_144442	18
Phlrad1|Phlrad1_144962	11
Phlrad1|Phlrad1_144963	11
