Protein	PolyQlength
Trigu1|Trigu1_76802	10
Trigu1|Trigu1_103506	10
Trigu1|Trigu1_455633	13
Trigu1|Trigu1_494773	11
Trigu1|Trigu1_670000	10
Trigu1|Trigu1_817140	10
Trigu1|Trigu1_898301	15
Trigu1|Trigu1_990740	11
Trigu1|Trigu1_1030640	13
Trigu1|Trigu1_1043436	23
Trigu1|Trigu1_1047341	16
Trigu1|Trigu1_1048012	24
Trigu1|Trigu1_1050989	11
Trigu1|Trigu1_1053061	12
Trigu1|Trigu1_1055654	10
Trigu1|Trigu1_1057721	10
Trigu1|Trigu1_1058087	16
Trigu1|Trigu1_1060271	14
Trigu1|Trigu1_1060862	10
Trigu1|Trigu1_1060991	10
Trigu1|Trigu1_1062786	12
Trigu1|Trigu1_1067487	14
Trigu1|Trigu1_1069724	11
Trigu1|Trigu1_1074320	12
Trigu1|Trigu1_1079675	13
Trigu1|Trigu1_1079683	15
Trigu1|Trigu1_1085512	11
Trigu1|Trigu1_1086066	16
Trigu1|Trigu1_1086373	10
Trigu1|Trigu1_1093906	15
