Protein	PolyQlength
PirE2_1|PirE2_1_1154	14
PirE2_1|PirE2_1_1167	50
PirE2_1|PirE2_1_3378	14
PirE2_1|PirE2_1_4083	14
PirE2_1|PirE2_1_5305	19
PirE2_1|PirE2_1_5866	10
PirE2_1|PirE2_1_6907	16
PirE2_1|PirE2_1_6923	13
PirE2_1|PirE2_1_7550	11
PirE2_1|PirE2_1_7590	13
PirE2_1|PirE2_1_8128	11
PirE2_1|PirE2_1_8259	18
PirE2_1|PirE2_1_8634	10
PirE2_1|PirE2_1_9506	10
PirE2_1|PirE2_1_9972	41
PirE2_1|PirE2_1_10152	12
PirE2_1|PirE2_1_10765	11
PirE2_1|PirE2_1_10911	14
PirE2_1|PirE2_1_11216	12
PirE2_1|PirE2_1_11937	12
PirE2_1|PirE2_1_12349	11
PirE2_1|PirE2_1_13689	14
PirE2_1|PirE2_1_15339	15
PirE2_1|PirE2_1_15658	12
PirE2_1|PirE2_1_16235	13
PirE2_1|PirE2_1_16599	11
PirE2_1|PirE2_1_17504	16
PirE2_1|PirE2_1_17675	12
PirE2_1|PirE2_1_18330	13
PirE2_1|PirE2_1_20135	13
PirE2_1|PirE2_1_21205	11
PirE2_1|PirE2_1_58752	12
PirE2_1|PirE2_1_58872	10
PirE2_1|PirE2_1_59348	10
PirE2_1|PirE2_1_59633	20
PirE2_1|PirE2_1_60975	15
PirE2_1|PirE2_1_61034	22
PirE2_1|PirE2_1_61313	10
PirE2_1|PirE2_1_61437	10
PirE2_1|PirE2_1_61720	10
PirE2_1|PirE2_1_62084	12
PirE2_1|PirE2_1_62115	10
PirE2_1|PirE2_1_62551	10
PirE2_1|PirE2_1_63785	12
PirE2_1|PirE2_1_63920	14
PirE2_1|PirE2_1_63969	19
PirE2_1|PirE2_1_64606	12
PirE2_1|PirE2_1_64747	15
PirE2_1|PirE2_1_64819	29
PirE2_1|PirE2_1_65349	11
PirE2_1|PirE2_1_69117	10
