Protein	PolyQlength
SacceM3838_1|SacceM3838_1_30902	18
SacceM3838_1|SacceM3838_1_31031	22
SacceM3838_1|SacceM3838_1_31093	16
SacceM3838_1|SacceM3838_1_31456	10
SacceM3838_1|SacceM3838_1_31621	14
SacceM3838_1|SacceM3838_1_31642	12
SacceM3838_1|SacceM3838_1_31770	20
SacceM3838_1|SacceM3838_1_32188	23
SacceM3838_1|SacceM3838_1_32462	15
SacceM3838_1|SacceM3838_1_32697	11
SacceM3838_1|SacceM3838_1_32711	13
SacceM3838_1|SacceM3838_1_32763	12
SacceM3838_1|SacceM3838_1_32937	10
SacceM3838_1|SacceM3838_1_32980	12
SacceM3838_1|SacceM3838_1_33011	18
SacceM3838_1|SacceM3838_1_33232	16
SacceM3838_1|SacceM3838_1_33261	33
SacceM3838_1|SacceM3838_1_33686	14
SacceM3838_1|SacceM3838_1_33854	11
SacceM3838_1|SacceM3838_1_33930	11
SacceM3838_1|SacceM3838_1_33992	12
SacceM3838_1|SacceM3838_1_34497	42
SacceM3838_1|SacceM3838_1_34667	10
SacceM3838_1|SacceM3838_1_34970	12
SacceM3838_1|SacceM3838_1_35174	15
SacceM3838_1|SacceM3838_1_35184	12
SacceM3838_1|SacceM3838_1_35279	11
SacceM3838_1|SacceM3838_1_35559	11
SacceM3838_1|SacceM3838_1_35692	10
SacceM3838_1|SacceM3838_1_36133	10
SacceM3838_1|SacceM3838_1_36205	16
SacceM3838_1|SacceM3838_1_36368	10
SacceM3838_1|SacceM3838_1_36391	24
SacceM3838_1|SacceM3838_1_36491	12
SacceM3838_1|SacceM3838_1_36686	16
SacceM3838_1|SacceM3838_1_36945	13
SacceM3838_1|SacceM3838_1_36965	10
SacceM3838_1|SacceM3838_1_37070	11
SacceM3838_1|SacceM3838_1_37228	12
SacceM3838_1|SacceM3838_1_37408	14
SacceM3838_1|SacceM3838_1_37681	11
SacceM3838_1|SacceM3838_1_37903	11
SacceM3838_1|SacceM3838_1_38194	13
SacceM3838_1|SacceM3838_1_38245	12
SacceM3838_1|SacceM3838_1_38600	10
SacceM3838_1|SacceM3838_1_38695	12
SacceM3838_1|SacceM3838_1_38838	14
SacceM3838_1|SacceM3838_1_38879	17
SacceM3838_1|SacceM3838_1_39034	11
SacceM3838_1|SacceM3838_1_39146	22
SacceM3838_1|SacceM3838_1_87682	16
