Protein	PolyQlength
Asplac1|Asplac1_37807	10
Asplac1|Asplac1_82212	13
Asplac1|Asplac1_94238	11
Asplac1|Asplac1_108544	40
Asplac1|Asplac1_137840	11
Asplac1|Asplac1_175300	11
Asplac1|Asplac1_190241	11
Asplac1|Asplac1_225372	10
Asplac1|Asplac1_232400	10
Asplac1|Asplac1_327835	14
Asplac1|Asplac1_335321	12
Asplac1|Asplac1_340359	10
Asplac1|Asplac1_359901	11
Asplac1|Asplac1_363023	11
Asplac1|Asplac1_403812	15
Asplac1|Asplac1_406947	10
Asplac1|Asplac1_408839	10
Asplac1|Asplac1_408893	10
Asplac1|Asplac1_409894	10
Asplac1|Asplac1_409954	20
Asplac1|Asplac1_410082	12
Asplac1|Asplac1_416003	10
Asplac1|Asplac1_416138	10
Asplac1|Asplac1_449547	10
Asplac1|Asplac1_455182	13
Asplac1|Asplac1_463471	15
Asplac1|Asplac1_465846	12
Asplac1|Asplac1_468606	10
Asplac1|Asplac1_469659	10
Asplac1|Asplac1_485675	17
Asplac1|Asplac1_497369	10
