Protein	PolyQlength
Tripar1|Tripar1_229	16
Tripar1|Tripar1_245	14
Tripar1|Tripar1_351	10
Tripar1|Tripar1_466	10
Tripar1|Tripar1_802	10
Tripar1|Tripar1_996	10
Tripar1|Tripar1_1144	15
Tripar1|Tripar1_1548	10
Tripar1|Tripar1_1744	10
Tripar1|Tripar1_1840	10
Tripar1|Tripar1_1946	13
Tripar1|Tripar1_2183	19
Tripar1|Tripar1_2218	13
Tripar1|Tripar1_2311	13
Tripar1|Tripar1_2538	11
Tripar1|Tripar1_2562	12
Tripar1|Tripar1_2639	10
Tripar1|Tripar1_2786	13
Tripar1|Tripar1_2842	12
Tripar1|Tripar1_2845	28
Tripar1|Tripar1_2947	14
Tripar1|Tripar1_3023	16
Tripar1|Tripar1_3050	10
Tripar1|Tripar1_3081	13
Tripar1|Tripar1_3391	19
Tripar1|Tripar1_3649	11
Tripar1|Tripar1_3932	15
Tripar1|Tripar1_3971	10
Tripar1|Tripar1_4097	14
Tripar1|Tripar1_4107	16
Tripar1|Tripar1_4227	32
Tripar1|Tripar1_4443	10
Tripar1|Tripar1_4666	10
Tripar1|Tripar1_4678	11
Tripar1|Tripar1_4999	11
Tripar1|Tripar1_5090	16
Tripar1|Tripar1_5131	11
Tripar1|Tripar1_5321	17
Tripar1|Tripar1_5647	21
Tripar1|Tripar1_5699	11
Tripar1|Tripar1_5835	11
Tripar1|Tripar1_5907	10
Tripar1|Tripar1_5942	10
Tripar1|Tripar1_6026	12
Tripar1|Tripar1_6086	10
Tripar1|Tripar1_6095	43
Tripar1|Tripar1_6177	12
Tripar1|Tripar1_6258	11
Tripar1|Tripar1_6316	16
Tripar1|Tripar1_6361	16
Tripar1|Tripar1_6478	11
Tripar1|Tripar1_6485	12
Tripar1|Tripar1_6489	14
Tripar1|Tripar1_6587	14
Tripar1|Tripar1_6607	11
Tripar1|Tripar1_6654	11
Tripar1|Tripar1_6868	10
Tripar1|Tripar1_6871	14
Tripar1|Tripar1_6925	12
Tripar1|Tripar1_6926	13
Tripar1|Tripar1_7000	10
Tripar1|Tripar1_7070	12
Tripar1|Tripar1_7104	11
Tripar1|Tripar1_7141	13
Tripar1|Tripar1_7217	13
Tripar1|Tripar1_7219	17
Tripar1|Tripar1_7236	26
Tripar1|Tripar1_7263	10
Tripar1|Tripar1_7496	10
Tripar1|Tripar1_7529	14
Tripar1|Tripar1_7743	17
Tripar1|Tripar1_7748	10
Tripar1|Tripar1_7756	10
Tripar1|Tripar1_7916	15
Tripar1|Tripar1_7935	10
Tripar1|Tripar1_8013	10
Tripar1|Tripar1_8087	19
Tripar1|Tripar1_8171	20
Tripar1|Tripar1_8194	12
Tripar1|Tripar1_8248	13
Tripar1|Tripar1_8648	11
Tripar1|Tripar1_8757	10
Tripar1|Tripar1_8830	18
Tripar1|Tripar1_8915	13
