Protein	PolyQlength
Psehy1|Psehy1_21706	14
Psehy1|Psehy1_38761	10
Psehy1|Psehy1_98858	26
Psehy1|Psehy1_112919	23
Psehy1|Psehy1_164985	27
Psehy1|Psehy1_196413	10
Psehy1|Psehy1_200029	10
Psehy1|Psehy1_242600	13
Psehy1|Psehy1_290525	10
Psehy1|Psehy1_340060	20
Psehy1|Psehy1_372163	32
Psehy1|Psehy1_380426	13
Psehy1|Psehy1_442413	14
Psehy1|Psehy1_466293	12
Psehy1|Psehy1_471767	11
Psehy1|Psehy1_477082	32
Psehy1|Psehy1_477110	15
Psehy1|Psehy1_478131	19
Psehy1|Psehy1_478473	28
Psehy1|Psehy1_479251	18
Psehy1|Psehy1_479313	22
Psehy1|Psehy1_484425	11
Psehy1|Psehy1_485302	11
Psehy1|Psehy1_489503	27
Psehy1|Psehy1_492995	10
Psehy1|Psehy1_494228	10
Psehy1|Psehy1_501592	15
Psehy1|Psehy1_503366	11
Psehy1|Psehy1_503764	13
Psehy1|Psehy1_504282	22
Psehy1|Psehy1_508895	19
Psehy1|Psehy1_511906	10
Psehy1|Psehy1_513646	12
Psehy1|Psehy1_514095	11
Psehy1|Psehy1_521386	20
Psehy1|Psehy1_534048	12
Psehy1|Psehy1_535667	13
Psehy1|Psehy1_539735	17
Psehy1|Psehy1_539883	14
