Protein	PolyQlength
Kocim1|Kocim1_176786	16
Kocim1|Kocim1_207767	16
Kocim1|Kocim1_222826	30
Kocim1|Kocim1_283869	11
Kocim1|Kocim1_440045	47
Kocim1|Kocim1_577419	14
Kocim1|Kocim1_580273	11
Kocim1|Kocim1_596904	10
Kocim1|Kocim1_598559	17
Kocim1|Kocim1_609884	14
Kocim1|Kocim1_612793	12
Kocim1|Kocim1_614422	13
Kocim1|Kocim1_615718	12
Kocim1|Kocim1_618016	12
Kocim1|Kocim1_623703	11
Kocim1|Kocim1_630425	12
Kocim1|Kocim1_632301	13
Kocim1|Kocim1_633052	11
Kocim1|Kocim1_642925	14
Kocim1|Kocim1_650382	20
Kocim1|Kocim1_650855	16
