Protein	PolyQlength
Leppa1|Leppa1_119901	22
Leppa1|Leppa1_122759	15
Leppa1|Leppa1_155582	14
Leppa1|Leppa1_199955	13
Leppa1|Leppa1_296686	16
Leppa1|Leppa1_302914	14
Leppa1|Leppa1_311133	12
Leppa1|Leppa1_378418	11
Leppa1|Leppa1_379381	10
Leppa1|Leppa1_381050	11
Leppa1|Leppa1_382961	17
Leppa1|Leppa1_383596	10
Leppa1|Leppa1_386330	12
Leppa1|Leppa1_390758	13
Leppa1|Leppa1_404265	17
Leppa1|Leppa1_407162	10
Leppa1|Leppa1_407803	10
Leppa1|Leppa1_407987	11
Leppa1|Leppa1_408086	12
Leppa1|Leppa1_408755	16
Leppa1|Leppa1_409023	12
Leppa1|Leppa1_410329	12
Leppa1|Leppa1_416490	44
Leppa1|Leppa1_430241	11
Leppa1|Leppa1_432428	16
Leppa1|Leppa1_444560	29
