Protein	PolyQlength
Blade1|Blade1_181551	15
Blade1|Blade1_181688	12
Blade1|Blade1_181703	11
Blade1|Blade1_181745	13
Blade1|Blade1_181746	13
Blade1|Blade1_181802	14
Blade1|Blade1_182141	10
Blade1|Blade1_182264	14
Blade1|Blade1_182607	11
Blade1|Blade1_183130	29
Blade1|Blade1_183164	15
Blade1|Blade1_183300	10
Blade1|Blade1_183421	15
Blade1|Blade1_183422	15
Blade1|Blade1_183757	11
Blade1|Blade1_183833	43
Blade1|Blade1_183964	11
Blade1|Blade1_184265	17
Blade1|Blade1_184416	27
Blade1|Blade1_184455	11
Blade1|Blade1_184535	10
Blade1|Blade1_184988	20
Blade1|Blade1_184989	20
Blade1|Blade1_185478	12
Blade1|Blade1_185490	16
Blade1|Blade1_185750	45
Blade1|Blade1_185759	10
Blade1|Blade1_186111	10
Blade1|Blade1_186440	10
Blade1|Blade1_186884	26
Blade1|Blade1_186932	13
Blade1|Blade1_186933	13
Blade1|Blade1_186960	17
Blade1|Blade1_187545	10
Blade1|Blade1_188302	16
Blade1|Blade1_188389	11
Blade1|Blade1_189302	11
Blade1|Blade1_189567	10
Blade1|Blade1_189684	13
Blade1|Blade1_190146	24
Blade1|Blade1_190624	16
Blade1|Blade1_190866	10
Blade1|Blade1_190959	11
Blade1|Blade1_190960	11
Blade1|Blade1_191012	10
Blade1|Blade1_191013	10
Blade1|Blade1_191030	85
Blade1|Blade1_191157	19
Blade1|Blade1_191713	12
Blade1|Blade1_191779	11
Blade1|Blade1_191886	12
Blade1|Blade1_191969	12
Blade1|Blade1_192060	22
Blade1|Blade1_192335	15
