Protein	PolyQlength
Metbr1|Metbr1_20	12
Metbr1|Metbr1_248	17
Metbr1|Metbr1_293	11
Metbr1|Metbr1_494	12
Metbr1|Metbr1_1086	26
Metbr1|Metbr1_1843	41
Metbr1|Metbr1_2224	11
Metbr1|Metbr1_2798	12
Metbr1|Metbr1_3092	14
Metbr1|Metbr1_3093	10
Metbr1|Metbr1_4328	11
Metbr1|Metbr1_4485	13
Metbr1|Metbr1_4551	31
Metbr1|Metbr1_4646	10
Metbr1|Metbr1_5254	13
Metbr1|Metbr1_5858	10
Metbr1|Metbr1_6913	14
Metbr1|Metbr1_7718	13
Metbr1|Metbr1_7866	10
Metbr1|Metbr1_7988	18
Metbr1|Metbr1_8212	12
Metbr1|Metbr1_8897	13
Metbr1|Metbr1_9826	12
Metbr1|Metbr1_10607	27
