Protein	PolyQlength
Licra1|Licra1_255	13
Licra1|Licra1_261	13
Licra1|Licra1_267	13
Licra1|Licra1_359	10
Licra1|Licra1_456	10
Licra1|Licra1_887	12
Licra1|Licra1_951	18
Licra1|Licra1_1030	10
Licra1|Licra1_1226	12
Licra1|Licra1_1287	11
Licra1|Licra1_1345	11
Licra1|Licra1_1450	11
Licra1|Licra1_1456	10
Licra1|Licra1_1542	10
Licra1|Licra1_1760	10
Licra1|Licra1_1789	10
Licra1|Licra1_2023	10
Licra1|Licra1_2244	10
Licra1|Licra1_2255	10
Licra1|Licra1_2295	10
Licra1|Licra1_2296	10
Licra1|Licra1_2297	17
Licra1|Licra1_2379	10
Licra1|Licra1_2424	10
Licra1|Licra1_2504	13
Licra1|Licra1_2524	11
Licra1|Licra1_2630	10
Licra1|Licra1_2679	11
Licra1|Licra1_2766	10
Licra1|Licra1_2768	10
Licra1|Licra1_2825	10
Licra1|Licra1_2977	10
Licra1|Licra1_2981	13
Licra1|Licra1_2998	10
Licra1|Licra1_3014	13
Licra1|Licra1_3108	10
Licra1|Licra1_3285	10
Licra1|Licra1_3525	11
Licra1|Licra1_3587	11
Licra1|Licra1_3602	16
Licra1|Licra1_3603	12
Licra1|Licra1_4028	11
Licra1|Licra1_4181	10
Licra1|Licra1_4254	11
Licra1|Licra1_4255	10
Licra1|Licra1_4466	11
Licra1|Licra1_4470	14
Licra1|Licra1_4499	11
Licra1|Licra1_4603	14
Licra1|Licra1_4778	11
Licra1|Licra1_4781	10
Licra1|Licra1_4883	10
Licra1|Licra1_4925	10
Licra1|Licra1_4937	15
Licra1|Licra1_4943	10
Licra1|Licra1_5025	12
Licra1|Licra1_5578	16
Licra1|Licra1_5602	10
Licra1|Licra1_5616	10
Licra1|Licra1_5622	10
Licra1|Licra1_5656	13
Licra1|Licra1_5699	11
Licra1|Licra1_5772	10
Licra1|Licra1_5790	17
Licra1|Licra1_5861	11
Licra1|Licra1_5983	12
Licra1|Licra1_6041	10
Licra1|Licra1_6093	10
Licra1|Licra1_6125	15
Licra1|Licra1_6156	16
Licra1|Licra1_6165	11
Licra1|Licra1_6235	10
Licra1|Licra1_6259	12
Licra1|Licra1_6441	12
Licra1|Licra1_6467	11
Licra1|Licra1_6476	11
Licra1|Licra1_6559	11
Licra1|Licra1_6653	15
Licra1|Licra1_6883	14
Licra1|Licra1_6897	12
Licra1|Licra1_6937	10
Licra1|Licra1_7069	10
Licra1|Licra1_7162	11
Licra1|Licra1_7319	10
Licra1|Licra1_7431	13
Licra1|Licra1_7477	14
Licra1|Licra1_7558	10
Licra1|Licra1_7761	16
Licra1|Licra1_7865	10
Licra1|Licra1_7896	10
Licra1|Licra1_8012	10
Licra1|Licra1_8018	12
Licra1|Licra1_8138	11
Licra1|Licra1_8157	11
Licra1|Licra1_8292	10
Licra1|Licra1_8435	11
Licra1|Licra1_8508	11
Licra1|Licra1_8611	10
Licra1|Licra1_8619	24
Licra1|Licra1_8624	11
Licra1|Licra1_8691	11
Licra1|Licra1_9016	16
Licra1|Licra1_9298	10
Licra1|Licra1_9411	10
Licra1|Licra1_9437	11
Licra1|Licra1_9589	10
Licra1|Licra1_9660	10
Licra1|Licra1_9780	12
Licra1|Licra1_9811	12
Licra1|Licra1_9946	10
Licra1|Licra1_10007	10
Licra1|Licra1_10307	14
Licra1|Licra1_10674	11
Licra1|Licra1_10697	10
Licra1|Licra1_10699	17
Licra1|Licra1_10790	17
Licra1|Licra1_10855	10
Licra1|Licra1_10907	11
Licra1|Licra1_10969	12
Licra1|Licra1_11006	11
Licra1|Licra1_11147	13
Licra1|Licra1_11177	11
Licra1|Licra1_11329	11
Licra1|Licra1_11355	12
Licra1|Licra1_11418	11
Licra1|Licra1_11422	10
Licra1|Licra1_11523	13
