Protein	PolyQlength
Magpo1|Magpo1_33	20
Magpo1|Magpo1_59	11
Magpo1|Magpo1_143	12
Magpo1|Magpo1_442	12
Magpo1|Magpo1_491	10
Magpo1|Magpo1_600	10
Magpo1|Magpo1_786	33
Magpo1|Magpo1_808	32
Magpo1|Magpo1_924	15
Magpo1|Magpo1_928	10
Magpo1|Magpo1_1008	25
Magpo1|Magpo1_1355	32
Magpo1|Magpo1_1701	18
Magpo1|Magpo1_2114	12
Magpo1|Magpo1_2137	14
Magpo1|Magpo1_2574	12
Magpo1|Magpo1_2617	10
Magpo1|Magpo1_2684	13
Magpo1|Magpo1_2720	10
Magpo1|Magpo1_2873	11
Magpo1|Magpo1_3265	10
Magpo1|Magpo1_3379	15
Magpo1|Magpo1_3390	20
Magpo1|Magpo1_3532	15
Magpo1|Magpo1_3577	16
Magpo1|Magpo1_3636	10
Magpo1|Magpo1_3712	30
Magpo1|Magpo1_4052	11
Magpo1|Magpo1_4092	21
Magpo1|Magpo1_4154	13
Magpo1|Magpo1_4235	13
Magpo1|Magpo1_4260	17
Magpo1|Magpo1_4280	16
Magpo1|Magpo1_4330	11
Magpo1|Magpo1_4429	13
Magpo1|Magpo1_4498	11
Magpo1|Magpo1_4503	12
Magpo1|Magpo1_4522	10
Magpo1|Magpo1_4730	13
Magpo1|Magpo1_4839	11
Magpo1|Magpo1_4983	24
Magpo1|Magpo1_5138	12
Magpo1|Magpo1_5348	14
Magpo1|Magpo1_5378	14
Magpo1|Magpo1_5591	11
Magpo1|Magpo1_5684	10
Magpo1|Magpo1_5933	20
Magpo1|Magpo1_6259	13
Magpo1|Magpo1_6438	11
Magpo1|Magpo1_6653	12
Magpo1|Magpo1_6774	11
Magpo1|Magpo1_6794	13
Magpo1|Magpo1_6867	13
Magpo1|Magpo1_6940	11
Magpo1|Magpo1_7131	11
Magpo1|Magpo1_7156	10
Magpo1|Magpo1_7157	10
Magpo1|Magpo1_7218	10
Magpo1|Magpo1_7231	12
Magpo1|Magpo1_7240	24
Magpo1|Magpo1_7299	11
Magpo1|Magpo1_7728	10
Magpo1|Magpo1_7990	13
Magpo1|Magpo1_8151	26
Magpo1|Magpo1_8155	10
Magpo1|Magpo1_8382	11
Magpo1|Magpo1_8405	10
Magpo1|Magpo1_8451	10
Magpo1|Magpo1_8507	13
Magpo1|Magpo1_8538	12
Magpo1|Magpo1_9190	10
Magpo1|Magpo1_9228	17
Magpo1|Magpo1_9299	11
Magpo1|Magpo1_9321	16
Magpo1|Magpo1_9339	12
Magpo1|Magpo1_9405	10
Magpo1|Magpo1_9561	16
Magpo1|Magpo1_9562	10
Magpo1|Magpo1_9635	10
Magpo1|Magpo1_9793	11
Magpo1|Magpo1_9871	10
Magpo1|Magpo1_10377	10
Magpo1|Magpo1_10406	10
Magpo1|Magpo1_10484	11
Magpo1|Magpo1_10561	12
Magpo1|Magpo1_10707	10
Magpo1|Magpo1_10901	10
Magpo1|Magpo1_10922	13
Magpo1|Magpo1_10999	13
Magpo1|Magpo1_11000	13
Magpo1|Magpo1_11001	13
Magpo1|Magpo1_11119	10
Magpo1|Magpo1_11136	11
Magpo1|Magpo1_11188	11
Magpo1|Magpo1_11545	10
Magpo1|Magpo1_11648	21
Magpo1|Magpo1_11953	13
Magpo1|Magpo1_12070	19
