Protein	PolyQlength
Penox1|Penox1_616	10
Penox1|Penox1_1101	10
Penox1|Penox1_1613	11
Penox1|Penox1_1898	11
Penox1|Penox1_2504	17
Penox1|Penox1_2571	10
Penox1|Penox1_2685	16
Penox1|Penox1_2759	15
Penox1|Penox1_3114	11
Penox1|Penox1_3283	19
Penox1|Penox1_4744	15
Penox1|Penox1_4855	14
Penox1|Penox1_5358	14
Penox1|Penox1_5742	19
Penox1|Penox1_5904	11
Penox1|Penox1_6172	10
Penox1|Penox1_6259	12
Penox1|Penox1_6816	10
Penox1|Penox1_7180	25
Penox1|Penox1_7517	20
Penox1|Penox1_7645	29
Penox1|Penox1_7782	14
Penox1|Penox1_8071	12
Penox1|Penox1_8198	16
Penox1|Penox1_8396	13
Penox1|Penox1_8470	11
Penox1|Penox1_8523	13
Penox1|Penox1_9122	14
