Protein	PolyQlength
Trime1|Trime1_17	14
Trime1|Trime1_186	27
Trime1|Trime1_308	12
Trime1|Trime1_313	13
Trime1|Trime1_357	11
Trime1|Trime1_359	16
Trime1|Trime1_401	10
Trime1|Trime1_466	15
Trime1|Trime1_520	14
Trime1|Trime1_692	18
Trime1|Trime1_1033	10
Trime1|Trime1_1042	11
Trime1|Trime1_1190	12
Trime1|Trime1_1212	16
Trime1|Trime1_1228	14
Trime1|Trime1_1345	10
Trime1|Trime1_1509	14
Trime1|Trime1_1511	13
Trime1|Trime1_1513	13
Trime1|Trime1_1686	11
Trime1|Trime1_1805	23
Trime1|Trime1_1946	12
Trime1|Trime1_2191	12
Trime1|Trime1_2341	11
Trime1|Trime1_2345	25
Trime1|Trime1_2410	12
Trime1|Trime1_2454	10
Trime1|Trime1_2640	24
Trime1|Trime1_2656	17
Trime1|Trime1_2700	21
Trime1|Trime1_2743	19
Trime1|Trime1_2778	10
Trime1|Trime1_2817	11
Trime1|Trime1_2956	13
Trime1|Trime1_3089	24
Trime1|Trime1_3133	15
Trime1|Trime1_3313	10
Trime1|Trime1_3353	10
Trime1|Trime1_4073	16
Trime1|Trime1_4155	13
Trime1|Trime1_4206	11
Trime1|Trime1_4274	24
Trime1|Trime1_4313	16
Trime1|Trime1_4485	10
Trime1|Trime1_4626	10
Trime1|Trime1_4653	10
Trime1|Trime1_4732	15
Trime1|Trime1_4927	13
Trime1|Trime1_4978	12
Trime1|Trime1_5352	20
Trime1|Trime1_5354	20
Trime1|Trime1_5449	13
Trime1|Trime1_5471	11
Trime1|Trime1_5645	12
Trime1|Trime1_5650	10
Trime1|Trime1_5661	14
Trime1|Trime1_5795	16
Trime1|Trime1_5831	11
Trime1|Trime1_5943	14
Trime1|Trime1_6086	24
Trime1|Trime1_6118	17
Trime1|Trime1_6282	10
Trime1|Trime1_6294	13
Trime1|Trime1_6311	29
Trime1|Trime1_6326	11
Trime1|Trime1_6405	11
Trime1|Trime1_6412	10
Trime1|Trime1_6423	16
Trime1|Trime1_6486	13
Trime1|Trime1_6555	17
Trime1|Trime1_6772	10
Trime1|Trime1_7015	11
Trime1|Trime1_7059	17
Trime1|Trime1_7113	20
Trime1|Trime1_7146	13
Trime1|Trime1_7188	12
Trime1|Trime1_7226	15
Trime1|Trime1_7237	16
Trime1|Trime1_7269	12
Trime1|Trime1_7428	10
Trime1|Trime1_7522	10
Trime1|Trime1_7570	18
Trime1|Trime1_7606	12
Trime1|Trime1_7654	13
Trime1|Trime1_7666	31
