Protein	PolyQlength
Mycafr1|Mycafr1_2871	11
Mycafr1|Mycafr1_6789	11
Mycafr1|Mycafr1_7021	12
Mycafr1|Mycafr1_12965	18
Mycafr1|Mycafr1_21067	10
Mycafr1|Mycafr1_26065	10
Mycafr1|Mycafr1_47671	14
Mycafr1|Mycafr1_56296	19
Mycafr1|Mycafr1_65200	10
Mycafr1|Mycafr1_65277	15
Mycafr1|Mycafr1_76131	37
Mycafr1|Mycafr1_78287	11
Mycafr1|Mycafr1_82729	15
Mycafr1|Mycafr1_83769	28
Mycafr1|Mycafr1_89934	10
Mycafr1|Mycafr1_102525	24
Mycafr1|Mycafr1_109275	10
Mycafr1|Mycafr1_109855	11
Mycafr1|Mycafr1_112686	15
Mycafr1|Mycafr1_133833	15
Mycafr1|Mycafr1_135796	32
Mycafr1|Mycafr1_154966	12
Mycafr1|Mycafr1_173046	10
Mycafr1|Mycafr1_177117	10
Mycafr1|Mycafr1_179629	20
Mycafr1|Mycafr1_202358	16
Mycafr1|Mycafr1_210108	10
Mycafr1|Mycafr1_226406	10
Mycafr1|Mycafr1_227877	10
Mycafr1|Mycafr1_233650	13
Mycafr1|Mycafr1_282625	11
Mycafr1|Mycafr1_288173	11
Mycafr1|Mycafr1_288297	18
Mycafr1|Mycafr1_292883	19
Mycafr1|Mycafr1_314461	13
Mycafr1|Mycafr1_325657	15
Mycafr1|Mycafr1_333069	21
Mycafr1|Mycafr1_350931	14
Mycafr1|Mycafr1_361376	12
Mycafr1|Mycafr1_406164	26
Mycafr1|Mycafr1_406997	22
Mycafr1|Mycafr1_407260	11
Mycafr1|Mycafr1_407339	10
Mycafr1|Mycafr1_441482	16
Mycafr1|Mycafr1_444540	10
Mycafr1|Mycafr1_460937	17
Mycafr1|Mycafr1_463436	19
Mycafr1|Mycafr1_463588	11
Mycafr1|Mycafr1_484632	10
Mycafr1|Mycafr1_521103	10
Mycafr1|Mycafr1_525219	13
Mycafr1|Mycafr1_560226	17
Mycafr1|Mycafr1_572384	14
Mycafr1|Mycafr1_572545	13
Mycafr1|Mycafr1_573667	10
Mycafr1|Mycafr1_574675	11
Mycafr1|Mycafr1_583352	10
Mycafr1|Mycafr1_584319	10
Mycafr1|Mycafr1_590363	14
Mycafr1|Mycafr1_605911	12
Mycafr1|Mycafr1_659191	13
Mycafr1|Mycafr1_659277	15
Mycafr1|Mycafr1_663867	10
Mycafr1|Mycafr1_664106	24
Mycafr1|Mycafr1_665481	14
Mycafr1|Mycafr1_699321	11
Mycafr1|Mycafr1_789372	14
Mycafr1|Mycafr1_802983	11
Mycafr1|Mycafr1_803339	11
Mycafr1|Mycafr1_807048	10
Mycafr1|Mycafr1_811356	10
Mycafr1|Mycafr1_811489	10
Mycafr1|Mycafr1_812315	10
Mycafr1|Mycafr1_813005	12
Mycafr1|Mycafr1_814509	10
Mycafr1|Mycafr1_814566	12
Mycafr1|Mycafr1_817424	16
Mycafr1|Mycafr1_818614	21
Mycafr1|Mycafr1_818854	11
Mycafr1|Mycafr1_819002	10
Mycafr1|Mycafr1_822878	10
Mycafr1|Mycafr1_826422	10
Mycafr1|Mycafr1_828659	12
Mycafr1|Mycafr1_830944	11
