Protein	PolyQlength
Lipst1_1|Lipst1_1_3404	14
Lipst1_1|Lipst1_1_4805	29
Lipst1_1|Lipst1_1_25655	15
Lipst1_1|Lipst1_1_47276	18
Lipst1_1|Lipst1_1_51663	15
Lipst1_1|Lipst1_1_65150	29
Lipst1_1|Lipst1_1_66292	31
Lipst1_1|Lipst1_1_75516	14
Lipst1_1|Lipst1_1_102784	41
Lipst1_1|Lipst1_1_107880	15
Lipst1_1|Lipst1_1_113436	43
Lipst1_1|Lipst1_1_114912	42
Lipst1_1|Lipst1_1_138739	27
Lipst1_1|Lipst1_1_139025	11
Lipst1_1|Lipst1_1_144290	10
Lipst1_1|Lipst1_1_167105	13
Lipst1_1|Lipst1_1_169971	14
Lipst1_1|Lipst1_1_315829	36
Lipst1_1|Lipst1_1_315843	10
Lipst1_1|Lipst1_1_336086	10
