Protein	PolyQlength
Micca1|Micca1_12	11
Micca1|Micca1_455	10
Micca1|Micca1_634	12
Micca1|Micca1_857	16
Micca1|Micca1_940	19
Micca1|Micca1_1159	11
Micca1|Micca1_1910	10
Micca1|Micca1_2080	11
Micca1|Micca1_2233	12
Micca1|Micca1_2683	10
Micca1|Micca1_2724	10
Micca1|Micca1_2786	11
Micca1|Micca1_3181	12
Micca1|Micca1_3388	14
Micca1|Micca1_3472	39
Micca1|Micca1_3865	13
Micca1|Micca1_3887	15
Micca1|Micca1_4176	22
Micca1|Micca1_4190	11
Micca1|Micca1_4265	11
Micca1|Micca1_4429	10
Micca1|Micca1_5004	10
Micca1|Micca1_5017	11
Micca1|Micca1_5559	10
Micca1|Micca1_5597	10
Micca1|Micca1_5665	11
Micca1|Micca1_5692	12
Micca1|Micca1_5738	10
Micca1|Micca1_6003	12
Micca1|Micca1_6597	14
Micca1|Micca1_6673	22
Micca1|Micca1_6773	10
Micca1|Micca1_7099	10
Micca1|Micca1_7113	11
Micca1|Micca1_8448	10
Micca1|Micca1_8635	13
Micca1|Micca1_8737	11
