Protein	PolyQlength
Ustgig1|Ustgig1_11683	17
Ustgig1|Ustgig1_14880	10
Ustgig1|Ustgig1_14926	10
Ustgig1|Ustgig1_18676	10
Ustgig1|Ustgig1_27556	13
Ustgig1|Ustgig1_29441	11
Ustgig1|Ustgig1_41840	13
Ustgig1|Ustgig1_44461	11
Ustgig1|Ustgig1_47204	10
Ustgig1|Ustgig1_57672	17
Ustgig1|Ustgig1_62863	11
Ustgig1|Ustgig1_66082	14
Ustgig1|Ustgig1_67036	15
Ustgig1|Ustgig1_67793	10
Ustgig1|Ustgig1_115508	11
Ustgig1|Ustgig1_119670	12
Ustgig1|Ustgig1_121995	10
Ustgig1|Ustgig1_122940	14
Ustgig1|Ustgig1_123872	13
Ustgig1|Ustgig1_124518	14
Ustgig1|Ustgig1_125056	18
Ustgig1|Ustgig1_126548	20
Ustgig1|Ustgig1_126827	10
Ustgig1|Ustgig1_127078	14
Ustgig1|Ustgig1_127451	12
Ustgig1|Ustgig1_146802	26
Ustgig1|Ustgig1_149304	16
Ustgig1|Ustgig1_154468	13
Ustgig1|Ustgig1_162956	38
Ustgig1|Ustgig1_164428	11
Ustgig1|Ustgig1_165878	10
Ustgig1|Ustgig1_166615	10
Ustgig1|Ustgig1_167411	11
Ustgig1|Ustgig1_167873	18
Ustgig1|Ustgig1_169672	12
Ustgig1|Ustgig1_170030	12
Ustgig1|Ustgig1_171492	14
Ustgig1|Ustgig1_171531	17
Ustgig1|Ustgig1_172128	11
Ustgig1|Ustgig1_173658	12
Ustgig1|Ustgig1_173790	11
Ustgig1|Ustgig1_174023	10
Ustgig1|Ustgig1_175108	26
Ustgig1|Ustgig1_175533	11
Ustgig1|Ustgig1_178531	22
Ustgig1|Ustgig1_186073	11
Ustgig1|Ustgig1_193159	13
Ustgig1|Ustgig1_194292	11
Ustgig1|Ustgig1_195790	25
Ustgig1|Ustgig1_196064	14
Ustgig1|Ustgig1_202413	10
Ustgig1|Ustgig1_205034	10
