Protein	PolyQlength
Lichy1|Lichy1_10581	10
Lichy1|Lichy1_28969	10
Lichy1|Lichy1_33159	11
Lichy1|Lichy1_58292	12
Lichy1|Lichy1_75803	12
Lichy1|Lichy1_84792	31
Lichy1|Lichy1_125777	11
Lichy1|Lichy1_128081	13
Lichy1|Lichy1_133638	12
Lichy1|Lichy1_144067	14
Lichy1|Lichy1_145107	13
Lichy1|Lichy1_150000	12
Lichy1|Lichy1_150727	11
Lichy1|Lichy1_151197	15
Lichy1|Lichy1_154627	10
Lichy1|Lichy1_156406	16
Lichy1|Lichy1_157777	11
Lichy1|Lichy1_164864	10
Lichy1|Lichy1_165703	11
Lichy1|Lichy1_170408	15
Lichy1|Lichy1_170850	12
Lichy1|Lichy1_170984	12
Lichy1|Lichy1_171645	11
Lichy1|Lichy1_171675	20
Lichy1|Lichy1_171765	10
Lichy1|Lichy1_172051	10
Lichy1|Lichy1_172960	10
Lichy1|Lichy1_173917	12
Lichy1|Lichy1_174776	11
Lichy1|Lichy1_177301	10
Lichy1|Lichy1_177483	10
Lichy1|Lichy1_177709	10
Lichy1|Lichy1_178315	13
Lichy1|Lichy1_186770	11
Lichy1|Lichy1_192144	12
Lichy1|Lichy1_194424	12
Lichy1|Lichy1_194516	10
Lichy1|Lichy1_196858	13
Lichy1|Lichy1_200109	10
Lichy1|Lichy1_203225	15
Lichy1|Lichy1_203504	11
Lichy1|Lichy1_203539	14
Lichy1|Lichy1_203571	10
Lichy1|Lichy1_204819	10
Lichy1|Lichy1_205317	10
Lichy1|Lichy1_205580	13
Lichy1|Lichy1_206261	11
Lichy1|Lichy1_208982	11
Lichy1|Lichy1_209262	13
Lichy1|Lichy1_209421	19
Lichy1|Lichy1_209465	11
Lichy1|Lichy1_209668	13
Lichy1|Lichy1_210147	11
Lichy1|Lichy1_210404	12
Lichy1|Lichy1_210426	10
Lichy1|Lichy1_211507	12
Lichy1|Lichy1_211688	12
Lichy1|Lichy1_215398	12
Lichy1|Lichy1_218234	12
Lichy1|Lichy1_219112	10
Lichy1|Lichy1_223091	12
Lichy1|Lichy1_230089	10
Lichy1|Lichy1_230569	10
Lichy1|Lichy1_231501	16
Lichy1|Lichy1_232849	15
Lichy1|Lichy1_233113	10
Lichy1|Lichy1_233115	10
Lichy1|Lichy1_233154	11
Lichy1|Lichy1_233159	10
Lichy1|Lichy1_234170	10
Lichy1|Lichy1_234207	16
Lichy1|Lichy1_235047	10
Lichy1|Lichy1_235742	16
Lichy1|Lichy1_236051	13
Lichy1|Lichy1_236131	18
Lichy1|Lichy1_236163	10
Lichy1|Lichy1_236470	11
Lichy1|Lichy1_236831	14
Lichy1|Lichy1_237179	12
Lichy1|Lichy1_237569	11
Lichy1|Lichy1_237782	11
Lichy1|Lichy1_238081	25
Lichy1|Lichy1_238219	10
Lichy1|Lichy1_238844	11
Lichy1|Lichy1_239034	11
Lichy1|Lichy1_239360	11
Lichy1|Lichy1_240232	10
Lichy1|Lichy1_240338	11
Lichy1|Lichy1_240411	13
