Protein	PolyQlength
Basme2finSC|Basme2finSC_13058	12
Basme2finSC|Basme2finSC_15647	14
Basme2finSC|Basme2finSC_18632	17
Basme2finSC|Basme2finSC_18655	16
Basme2finSC|Basme2finSC_18703	12
Basme2finSC|Basme2finSC_31509	14
Basme2finSC|Basme2finSC_36350	23
Basme2finSC|Basme2finSC_48758	12
Basme2finSC|Basme2finSC_55935	10
Basme2finSC|Basme2finSC_110675	10
Basme2finSC|Basme2finSC_279725	11
Basme2finSC|Basme2finSC_286747	11
Basme2finSC|Basme2finSC_296958	12
Basme2finSC|Basme2finSC_299599	15
Basme2finSC|Basme2finSC_306251	11
Basme2finSC|Basme2finSC_313237	10
Basme2finSC|Basme2finSC_315258	13
Basme2finSC|Basme2finSC_335703	14
Basme2finSC|Basme2finSC_403518	19
