Protein	PolyQlength
Scysp1_1|Scysp1_1_27496	11
Scysp1_1|Scysp1_1_36142	12
Scysp1_1|Scysp1_1_709442	21
Scysp1_1|Scysp1_1_709658	11
Scysp1_1|Scysp1_1_1241725	11
Scysp1_1|Scysp1_1_1243031	11
Scysp1_1|Scysp1_1_1255917	19
Scysp1_1|Scysp1_1_1260001	13
Scysp1_1|Scysp1_1_1311353	15
Scysp1_1|Scysp1_1_1336888	12
Scysp1_1|Scysp1_1_1338728	10
Scysp1_1|Scysp1_1_1349418	10
Scysp1_1|Scysp1_1_1350127	11
Scysp1_1|Scysp1_1_1350474	10
Scysp1_1|Scysp1_1_1350504	11
Scysp1_1|Scysp1_1_1351511	13
Scysp1_1|Scysp1_1_1351772	14
Scysp1_1|Scysp1_1_1355290	15
Scysp1_1|Scysp1_1_1355385	13
Scysp1_1|Scysp1_1_1358675	19
Scysp1_1|Scysp1_1_1359058	11
Scysp1_1|Scysp1_1_1362910	12
Scysp1_1|Scysp1_1_1365744	15
Scysp1_1|Scysp1_1_1376787	10
Scysp1_1|Scysp1_1_1376986	17
Scysp1_1|Scysp1_1_1397077	10
Scysp1_1|Scysp1_1_1424469	10
Scysp1_1|Scysp1_1_1424965	13
Scysp1_1|Scysp1_1_1425529	10
Scysp1_1|Scysp1_1_1426822	12
Scysp1_1|Scysp1_1_1429368	10
Scysp1_1|Scysp1_1_1429676	12
Scysp1_1|Scysp1_1_1433711	10
Scysp1_1|Scysp1_1_1435145	19
Scysp1_1|Scysp1_1_1511601	10
Scysp1_1|Scysp1_1_1515369	13
