Protein	PolyQlength
Aspcos1|Aspcos1_769	10
Aspcos1|Aspcos1_25228	10
Aspcos1|Aspcos1_28555	12
Aspcos1|Aspcos1_34098	15
Aspcos1|Aspcos1_105461	10
Aspcos1|Aspcos1_138200	13
Aspcos1|Aspcos1_139250	10
Aspcos1|Aspcos1_142827	11
Aspcos1|Aspcos1_148612	11
Aspcos1|Aspcos1_149421	16
Aspcos1|Aspcos1_152936	10
Aspcos1|Aspcos1_158459	12
Aspcos1|Aspcos1_180861	13
Aspcos1|Aspcos1_198619	21
Aspcos1|Aspcos1_225658	16
Aspcos1|Aspcos1_225660	15
Aspcos1|Aspcos1_242845	15
Aspcos1|Aspcos1_245703	10
Aspcos1|Aspcos1_246033	11
Aspcos1|Aspcos1_246113	11
Aspcos1|Aspcos1_246847	11
Aspcos1|Aspcos1_254274	11
Aspcos1|Aspcos1_269350	13
Aspcos1|Aspcos1_285151	13
Aspcos1|Aspcos1_290444	10
