Protein	PolyQlength
Melsp1|Melsp1_10504	10
Melsp1|Melsp1_11543	17
Melsp1|Melsp1_12405	25
Melsp1|Melsp1_13129	12
Melsp1|Melsp1_15155	11
Melsp1|Melsp1_15663	13
Melsp1|Melsp1_15666	22
Melsp1|Melsp1_15893	16
Melsp1|Melsp1_16265	12
Melsp1|Melsp1_16662	12
Melsp1|Melsp1_19059	16
Melsp1|Melsp1_74300	10
Melsp1|Melsp1_83318	19
Melsp1|Melsp1_84884	12
Melsp1|Melsp1_86477	10
Melsp1|Melsp1_166666	10
Melsp1|Melsp1_167688	26
Melsp1|Melsp1_167817	10
Melsp1|Melsp1_168495	14
Melsp1|Melsp1_172227	14
Melsp1|Melsp1_175364	10
Melsp1|Melsp1_176102	10
Melsp1|Melsp1_176238	11
Melsp1|Melsp1_176440	19
Melsp1|Melsp1_178227	10
Melsp1|Melsp1_178802	12
Melsp1|Melsp1_180105	18
Melsp1|Melsp1_182292	17
Melsp1|Melsp1_184529	19
Melsp1|Melsp1_186829	11
Melsp1|Melsp1_193013	10
Melsp1|Melsp1_195413	17
Melsp1|Melsp1_198300	11
Melsp1|Melsp1_200100	14
Melsp1|Melsp1_200999	13
Melsp1|Melsp1_206891	29
Melsp1|Melsp1_214996	14
Melsp1|Melsp1_351319	15
Melsp1|Melsp1_424291	17
Melsp1|Melsp1_472865	12
Melsp1|Melsp1_481037	11
Melsp1|Melsp1_495478	18
Melsp1|Melsp1_527435	16
Melsp1|Melsp1_534464	11
Melsp1|Melsp1_611818	13
