Protein	PolyQlength
Bacci1|Bacci1_4440	14
Bacci1|Bacci1_5128	10
Bacci1|Bacci1_40759	19
Bacci1|Bacci1_61253	68
Bacci1|Bacci1_74253	15
Bacci1|Bacci1_77941	24
Bacci1|Bacci1_78926	14
Bacci1|Bacci1_97634	12
Bacci1|Bacci1_134335	12
Bacci1|Bacci1_166469	10
Bacci1|Bacci1_171075	17
Bacci1|Bacci1_171418	17
Bacci1|Bacci1_175111	14
Bacci1|Bacci1_175464	12
Bacci1|Bacci1_175739	10
Bacci1|Bacci1_179122	10
Bacci1|Bacci1_179172	12
Bacci1|Bacci1_192331	11
Bacci1|Bacci1_195288	26
Bacci1|Bacci1_203740	10
Bacci1|Bacci1_208945	14
Bacci1|Bacci1_209283	13
Bacci1|Bacci1_209601	10
Bacci1|Bacci1_211927	12
Bacci1|Bacci1_212890	10
Bacci1|Bacci1_214095	17
Bacci1|Bacci1_216763	10
Bacci1|Bacci1_218000	10
Bacci1|Bacci1_218578	12
Bacci1|Bacci1_218664	12
Bacci1|Bacci1_219612	20
Bacci1|Bacci1_219842	10
Bacci1|Bacci1_221573	12
Bacci1|Bacci1_222064	11
Bacci1|Bacci1_222297	22
Bacci1|Bacci1_224940	10
Bacci1|Bacci1_226061	12
Bacci1|Bacci1_229097	10
Bacci1|Bacci1_231009	12
Bacci1|Bacci1_231505	11
Bacci1|Bacci1_234075	14
Bacci1|Bacci1_234624	10
Bacci1|Bacci1_235474	13
Bacci1|Bacci1_236420	21
Bacci1|Bacci1_237911	13
Bacci1|Bacci1_240606	11
Bacci1|Bacci1_241179	14
Bacci1|Bacci1_241939	19
Bacci1|Bacci1_242219	12
Bacci1|Bacci1_242430	10
Bacci1|Bacci1_243771	10
Bacci1|Bacci1_244418	10
Bacci1|Bacci1_245160	11
Bacci1|Bacci1_246214	11
Bacci1|Bacci1_246881	13
Bacci1|Bacci1_247651	14
Bacci1|Bacci1_249259	12
Bacci1|Bacci1_249791	10
Bacci1|Bacci1_250128	11
Bacci1|Bacci1_250610	12
Bacci1|Bacci1_251668	18
Bacci1|Bacci1_253672	17
Bacci1|Bacci1_254402	11
Bacci1|Bacci1_257659	12
Bacci1|Bacci1_257973	15
Bacci1|Bacci1_258216	26
Bacci1|Bacci1_260010	11
Bacci1|Bacci1_260124	14
Bacci1|Bacci1_261942	10
Bacci1|Bacci1_263815	16
Bacci1|Bacci1_266784	14
Bacci1|Bacci1_267910	28
Bacci1|Bacci1_268919	13
Bacci1|Bacci1_268920	15
Bacci1|Bacci1_275754	11
Bacci1|Bacci1_278269	10
Bacci1|Bacci1_279312	10
Bacci1|Bacci1_279878	25
Bacci1|Bacci1_280238	21
Bacci1|Bacci1_280685	12
Bacci1|Bacci1_280838	14
Bacci1|Bacci1_280961	17
Bacci1|Bacci1_281012	16
Bacci1|Bacci1_281700	11
Bacci1|Bacci1_281775	10
Bacci1|Bacci1_282029	10
Bacci1|Bacci1_282304	41
Bacci1|Bacci1_283322	24
Bacci1|Bacci1_283416	12
Bacci1|Bacci1_283868	15
Bacci1|Bacci1_284686	12
Bacci1|Bacci1_284719	11
Bacci1|Bacci1_284891	11
Bacci1|Bacci1_284999	13
Bacci1|Bacci1_285596	13
Bacci1|Bacci1_285956	10
Bacci1|Bacci1_286084	11
Bacci1|Bacci1_286852	18
Bacci1|Bacci1_287091	11
Bacci1|Bacci1_287746	27
Bacci1|Bacci1_288286	15
Bacci1|Bacci1_288315	12
Bacci1|Bacci1_288616	10
Bacci1|Bacci1_289019	10
Bacci1|Bacci1_289051	12
Bacci1|Bacci1_289310	12
Bacci1|Bacci1_296301	10
Bacci1|Bacci1_304152	60
Bacci1|Bacci1_319924	10
Bacci1|Bacci1_320915	10
Bacci1|Bacci1_321800	11
Bacci1|Bacci1_321820	13
Bacci1|Bacci1_322739	16
Bacci1|Bacci1_325813	23
Bacci1|Bacci1_326371	11
Bacci1|Bacci1_327001	17
Bacci1|Bacci1_327141	14
Bacci1|Bacci1_327888	12
Bacci1|Bacci1_328026	24
Bacci1|Bacci1_328672	17
Bacci1|Bacci1_329336	10
Bacci1|Bacci1_329364	51
Bacci1|Bacci1_329878	14
Bacci1|Bacci1_330258	10
Bacci1|Bacci1_330676	18
Bacci1|Bacci1_331169	21
Bacci1|Bacci1_331307	38
Bacci1|Bacci1_331353	18
Bacci1|Bacci1_331360	17
Bacci1|Bacci1_331446	12
Bacci1|Bacci1_331538	12
Bacci1|Bacci1_332226	11
Bacci1|Bacci1_332406	14
Bacci1|Bacci1_332509	13
Bacci1|Bacci1_332974	10
Bacci1|Bacci1_333162	18
Bacci1|Bacci1_333172	11
Bacci1|Bacci1_333647	12
Bacci1|Bacci1_333776	11
Bacci1|Bacci1_333870	11
Bacci1|Bacci1_334088	15
Bacci1|Bacci1_334735	18
Bacci1|Bacci1_335055	18
Bacci1|Bacci1_335169	11
Bacci1|Bacci1_335363	14
Bacci1|Bacci1_335815	10
Bacci1|Bacci1_335955	12
Bacci1|Bacci1_336329	11
Bacci1|Bacci1_336401	10
Bacci1|Bacci1_336419	52
Bacci1|Bacci1_336662	12
Bacci1|Bacci1_337075	11
Bacci1|Bacci1_337644	10
Bacci1|Bacci1_337697	11
Bacci1|Bacci1_337712	11
Bacci1|Bacci1_337718	13
Bacci1|Bacci1_338033	11
