Protein	PolyQlength
Aspnom13137_1|Aspnom13137_1_321	16
Aspnom13137_1|Aspnom13137_1_422	15
Aspnom13137_1|Aspnom13137_1_851	10
Aspnom13137_1|Aspnom13137_1_1165	21
Aspnom13137_1|Aspnom13137_1_1174	13
Aspnom13137_1|Aspnom13137_1_1478	10
Aspnom13137_1|Aspnom13137_1_1520	10
Aspnom13137_1|Aspnom13137_1_3229	11
Aspnom13137_1|Aspnom13137_1_3910	15
Aspnom13137_1|Aspnom13137_1_3954	11
Aspnom13137_1|Aspnom13137_1_4209	12
Aspnom13137_1|Aspnom13137_1_4951	13
Aspnom13137_1|Aspnom13137_1_5121	10
Aspnom13137_1|Aspnom13137_1_5240	11
Aspnom13137_1|Aspnom13137_1_5335	16
Aspnom13137_1|Aspnom13137_1_8789	10
Aspnom13137_1|Aspnom13137_1_9225	10
Aspnom13137_1|Aspnom13137_1_9789	12
Aspnom13137_1|Aspnom13137_1_9870	12
Aspnom13137_1|Aspnom13137_1_10182	10
Aspnom13137_1|Aspnom13137_1_11694	10
