Protein	PolyQlength
Umbelo1|Umbelo1_7371	20
Umbelo1|Umbelo1_91142	10
Umbelo1|Umbelo1_113538	12
Umbelo1|Umbelo1_120550	23
Umbelo1|Umbelo1_124280	12
Umbelo1|Umbelo1_191985	12
Umbelo1|Umbelo1_216578	18
Umbelo1|Umbelo1_225901	17
Umbelo1|Umbelo1_418544	12
Umbelo1|Umbelo1_422475	12
Umbelo1|Umbelo1_431083	10
Umbelo1|Umbelo1_431645	10
Umbelo1|Umbelo1_449785	13
Umbelo1|Umbelo1_462476	21
Umbelo1|Umbelo1_471405	16
Umbelo1|Umbelo1_471874	12
Umbelo1|Umbelo1_475540	10
Umbelo1|Umbelo1_480063	10
Umbelo1|Umbelo1_491004	13
Umbelo1|Umbelo1_491828	12
Umbelo1|Umbelo1_493474	12
Umbelo1|Umbelo1_496354	14
Umbelo1|Umbelo1_497557	13
Umbelo1|Umbelo1_502157	23
Umbelo1|Umbelo1_503454	11
Umbelo1|Umbelo1_504465	17
Umbelo1|Umbelo1_505469	12
Umbelo1|Umbelo1_506060	10
Umbelo1|Umbelo1_507073	10
Umbelo1|Umbelo1_507523	11
Umbelo1|Umbelo1_520031	15
Umbelo1|Umbelo1_522571	24
