Protein	PolyQlength
Canor1|Canor1_22	31
Canor1|Canor1_98	11
Canor1|Canor1_102	13
Canor1|Canor1_194	15
Canor1|Canor1_253	13
Canor1|Canor1_433	12
Canor1|Canor1_447	11
Canor1|Canor1_449	19
Canor1|Canor1_453	12
Canor1|Canor1_484	11
Canor1|Canor1_555	10
Canor1|Canor1_645	30
Canor1|Canor1_646	10
Canor1|Canor1_737	13
Canor1|Canor1_767	11
Canor1|Canor1_808	10
Canor1|Canor1_878	12
Canor1|Canor1_1052	10
Canor1|Canor1_1095	12
Canor1|Canor1_1112	15
Canor1|Canor1_1345	27
Canor1|Canor1_1388	11
Canor1|Canor1_1389	13
Canor1|Canor1_1432	30
Canor1|Canor1_1484	18
Canor1|Canor1_1493	15
Canor1|Canor1_1550	13
Canor1|Canor1_1562	16
Canor1|Canor1_1631	14
Canor1|Canor1_1637	17
Canor1|Canor1_2182	19
Canor1|Canor1_2261	10
Canor1|Canor1_2349	11
Canor1|Canor1_2351	14
Canor1|Canor1_2399	21
Canor1|Canor1_2436	16
Canor1|Canor1_2471	11
Canor1|Canor1_2539	10
Canor1|Canor1_2574	23
Canor1|Canor1_2611	13
Canor1|Canor1_2622	11
Canor1|Canor1_2648	12
Canor1|Canor1_2667	18
Canor1|Canor1_2673	10
Canor1|Canor1_2711	11
Canor1|Canor1_2793	11
Canor1|Canor1_2800	11
Canor1|Canor1_2804	10
Canor1|Canor1_2840	28
Canor1|Canor1_2881	12
Canor1|Canor1_2986	10
Canor1|Canor1_3367	12
Canor1|Canor1_3398	11
Canor1|Canor1_3542	21
Canor1|Canor1_3649	16
Canor1|Canor1_3663	13
Canor1|Canor1_3689	22
Canor1|Canor1_3738	17
Canor1|Canor1_3750	10
Canor1|Canor1_3937	12
Canor1|Canor1_4018	18
Canor1|Canor1_4024	20
Canor1|Canor1_4040	12
Canor1|Canor1_4041	33
Canor1|Canor1_4143	23
Canor1|Canor1_4163	35
Canor1|Canor1_4245	10
Canor1|Canor1_4264	15
Canor1|Canor1_4311	19
Canor1|Canor1_4320	13
Canor1|Canor1_4321	12
Canor1|Canor1_4426	11
Canor1|Canor1_4461	12
Canor1|Canor1_4496	10
Canor1|Canor1_4603	17
Canor1|Canor1_4638	11
Canor1|Canor1_4665	23
Canor1|Canor1_4694	15
Canor1|Canor1_4728	18
Canor1|Canor1_4760	20
Canor1|Canor1_4763	13
Canor1|Canor1_4925	37
Canor1|Canor1_5041	15
Canor1|Canor1_5051	11
Canor1|Canor1_5103	23
Canor1|Canor1_5106	10
Canor1|Canor1_5117	15
Canor1|Canor1_5488	10
Canor1|Canor1_5526	16
Canor1|Canor1_5634	15
Canor1|Canor1_5675	26
