Protein	PolyQlength
Lophiu1|Lophiu1_38689	10
Lophiu1|Lophiu1_176533	11
Lophiu1|Lophiu1_258840	11
Lophiu1|Lophiu1_430221	10
Lophiu1|Lophiu1_507446	10
Lophiu1|Lophiu1_518810	16
Lophiu1|Lophiu1_525202	11
Lophiu1|Lophiu1_526395	13
Lophiu1|Lophiu1_528458	24
Lophiu1|Lophiu1_531611	10
Lophiu1|Lophiu1_536770	12
Lophiu1|Lophiu1_539027	10
Lophiu1|Lophiu1_550898	10
Lophiu1|Lophiu1_558090	11
Lophiu1|Lophiu1_590577	11
Lophiu1|Lophiu1_614948	13
Lophiu1|Lophiu1_637036	14
Lophiu1|Lophiu1_642527	14
