Protein	PolyQlength
Perma1|Perma1_2686	11
Perma1|Perma1_53722	11
Perma1|Perma1_62402	11
Perma1|Perma1_69634	10
Perma1|Perma1_82843	10
Perma1|Perma1_117321	14
Perma1|Perma1_125708	10
Perma1|Perma1_127287	26
Perma1|Perma1_250810	15
Perma1|Perma1_255002	12
Perma1|Perma1_270293	13
Perma1|Perma1_305331	10
Perma1|Perma1_307929	21
Perma1|Perma1_362807	15
Perma1|Perma1_500193	10
Perma1|Perma1_512136	14
Perma1|Perma1_519327	11
Perma1|Perma1_569144	11
Perma1|Perma1_584137	15
Perma1|Perma1_609402	16
Perma1|Perma1_610862	11
Perma1|Perma1_611571	16
Perma1|Perma1_614533	11
Perma1|Perma1_614673	12
Perma1|Perma1_615407	13
Perma1|Perma1_615687	12
Perma1|Perma1_617069	10
Perma1|Perma1_620488	15
Perma1|Perma1_642557	11
Perma1|Perma1_650881	12
Perma1|Perma1_655726	11
Perma1|Perma1_656362	14
Perma1|Perma1_660219	12
Perma1|Perma1_674734	12
Perma1|Perma1_697198	10
Perma1|Perma1_710675	11
Perma1|Perma1_723319	11
Perma1|Perma1_724005	10
Perma1|Perma1_729836	12
