Protein	PolyQlength
Fustri1|Fustri1_12403	11
Fustri1|Fustri1_20999	14
Fustri1|Fustri1_33932	16
Fustri1|Fustri1_63863	10
Fustri1|Fustri1_83026	10
Fustri1|Fustri1_189269	15
Fustri1|Fustri1_189880	11
Fustri1|Fustri1_245649	14
Fustri1|Fustri1_276468	12
Fustri1|Fustri1_320340	11
Fustri1|Fustri1_339655	26
Fustri1|Fustri1_344265	11
Fustri1|Fustri1_501543	16
Fustri1|Fustri1_519656	15
Fustri1|Fustri1_520036	17
Fustri1|Fustri1_535319	15
Fustri1|Fustri1_544069	10
Fustri1|Fustri1_564383	11
Fustri1|Fustri1_578546	40
Fustri1|Fustri1_584211	25
Fustri1|Fustri1_595648	13
Fustri1|Fustri1_610069	13
Fustri1|Fustri1_611851	11
Fustri1|Fustri1_613629	16
Fustri1|Fustri1_634617	10
