Protein	PolyQlength
Caupr1|Caupr1_9274	24
Caupr1|Caupr1_9881	11
Caupr1|Caupr1_10151	12
Caupr1|Caupr1_11506	11
Caupr1|Caupr1_11926	14
Caupr1|Caupr1_14021	12
Caupr1|Caupr1_16454	26
Caupr1|Caupr1_16888	26
Caupr1|Caupr1_16973	26
Caupr1|Caupr1_17079	17
Caupr1|Caupr1_17172	14
Caupr1|Caupr1_17314	27
Caupr1|Caupr1_17374	25
Caupr1|Caupr1_17614	11
Caupr1|Caupr1_17661	10
Caupr1|Caupr1_18269	20
Caupr1|Caupr1_18292	21
Caupr1|Caupr1_18555	24
Caupr1|Caupr1_18769	11
Caupr1|Caupr1_18892	11
Caupr1|Caupr1_18902	10
Caupr1|Caupr1_18908	10
Caupr1|Caupr1_18910	16
Caupr1|Caupr1_18982	25
Caupr1|Caupr1_19036	19
Caupr1|Caupr1_19292	12
Caupr1|Caupr1_19301	30
Caupr1|Caupr1_19313	22
Caupr1|Caupr1_19321	11
Caupr1|Caupr1_19609	10
Caupr1|Caupr1_19713	12
Caupr1|Caupr1_19876	26
Caupr1|Caupr1_19927	18
Caupr1|Caupr1_19932	16
Caupr1|Caupr1_19995	17
Caupr1|Caupr1_20084	33
Caupr1|Caupr1_20173	24
Caupr1|Caupr1_20232	12
Caupr1|Caupr1_20446	29
Caupr1|Caupr1_20602	30
Caupr1|Caupr1_20824	34
Caupr1|Caupr1_20837	17
Caupr1|Caupr1_20841	27
Caupr1|Caupr1_20955	13
Caupr1|Caupr1_21010	40
Caupr1|Caupr1_21296	10
Caupr1|Caupr1_23350	12
Caupr1|Caupr1_23457	16
Caupr1|Caupr1_23521	34
Caupr1|Caupr1_23638	26
Caupr1|Caupr1_24092	13
Caupr1|Caupr1_24167	14
Caupr1|Caupr1_24222	32
Caupr1|Caupr1_24290	25
Caupr1|Caupr1_24380	10
Caupr1|Caupr1_24401	13
Caupr1|Caupr1_24443	16
Caupr1|Caupr1_24460	20
Caupr1|Caupr1_24596	14
Caupr1|Caupr1_24690	10
Caupr1|Caupr1_24704	14
Caupr1|Caupr1_24742	17
Caupr1|Caupr1_24759	13
Caupr1|Caupr1_24939	35
Caupr1|Caupr1_25014	13
Caupr1|Caupr1_25104	10
Caupr1|Caupr1_25107	15
Caupr1|Caupr1_25320	11
Caupr1|Caupr1_25641	16
Caupr1|Caupr1_25781	10
Caupr1|Caupr1_26229	19
Caupr1|Caupr1_26262	28
Caupr1|Caupr1_26289	14
Caupr1|Caupr1_26449	16
Caupr1|Caupr1_26655	16
Caupr1|Caupr1_26682	12
Caupr1|Caupr1_26809	10
Caupr1|Caupr1_27273	31
Caupr1|Caupr1_27944	12
Caupr1|Caupr1_27969	26
Caupr1|Caupr1_28443	11
Caupr1|Caupr1_28528	21
Caupr1|Caupr1_28871	10
