Protein	PolyQlength
Nangy1|Nangy1_99	14
Nangy1|Nangy1_236	13
Nangy1|Nangy1_418	10
Nangy1|Nangy1_483	14
Nangy1|Nangy1_980	12
Nangy1|Nangy1_1134	16
Nangy1|Nangy1_1258	14
Nangy1|Nangy1_1349	13
Nangy1|Nangy1_1581	10
Nangy1|Nangy1_1698	15
Nangy1|Nangy1_1985	10
Nangy1|Nangy1_2557	10
Nangy1|Nangy1_2569	11
Nangy1|Nangy1_2621	10
Nangy1|Nangy1_2898	11
Nangy1|Nangy1_2984	11
Nangy1|Nangy1_3520	10
Nangy1|Nangy1_3706	11
Nangy1|Nangy1_3831	18
Nangy1|Nangy1_3844	10
Nangy1|Nangy1_4041	20
Nangy1|Nangy1_4443	12
Nangy1|Nangy1_4928	11
Nangy1|Nangy1_4931	15
Nangy1|Nangy1_5124	10
Nangy1|Nangy1_5182	13
Nangy1|Nangy1_5948	24
Nangy1|Nangy1_6151	11
Nangy1|Nangy1_6241	10
Nangy1|Nangy1_6293	12
Nangy1|Nangy1_6350	13
Nangy1|Nangy1_6393	11
Nangy1|Nangy1_6783	16
Nangy1|Nangy1_7051	10
Nangy1|Nangy1_7108	11
Nangy1|Nangy1_7213	12
Nangy1|Nangy1_7353	39
Nangy1|Nangy1_7425	13
Nangy1|Nangy1_7553	15
Nangy1|Nangy1_7568	20
Nangy1|Nangy1_8036	10
Nangy1|Nangy1_8050	13
Nangy1|Nangy1_8396	10
Nangy1|Nangy1_8410	13
Nangy1|Nangy1_8659	17
