Protein	PolyQlength
Nakdel1|Nakdel1_291	12
Nakdel1|Nakdel1_395	54
Nakdel1|Nakdel1_396	54
Nakdel1|Nakdel1_401	13
Nakdel1|Nakdel1_402	23
Nakdel1|Nakdel1_496	25
Nakdel1|Nakdel1_511	10
Nakdel1|Nakdel1_526	10
Nakdel1|Nakdel1_988	16
Nakdel1|Nakdel1_1047	10
Nakdel1|Nakdel1_1252	14
Nakdel1|Nakdel1_1449	10
Nakdel1|Nakdel1_1534	11
Nakdel1|Nakdel1_1569	10
Nakdel1|Nakdel1_1585	10
Nakdel1|Nakdel1_1599	19
Nakdel1|Nakdel1_1877	39
Nakdel1|Nakdel1_1953	64
Nakdel1|Nakdel1_2036	10
Nakdel1|Nakdel1_2221	16
Nakdel1|Nakdel1_2459	10
Nakdel1|Nakdel1_3593	11
Nakdel1|Nakdel1_3670	21
Nakdel1|Nakdel1_3733	10
Nakdel1|Nakdel1_3877	10
Nakdel1|Nakdel1_3917	11
Nakdel1|Nakdel1_4104	17
Nakdel1|Nakdel1_4290	14
Nakdel1|Nakdel1_4344	15
Nakdel1|Nakdel1_4388	13
Nakdel1|Nakdel1_4530	11
Nakdel1|Nakdel1_4599	12
Nakdel1|Nakdel1_5072	61
