Protein	PolyQlength
Rhodsp1|Rhodsp1_95240	32
Rhodsp1|Rhodsp1_106245	10
Rhodsp1|Rhodsp1_125128	12
Rhodsp1|Rhodsp1_159500	19
Rhodsp1|Rhodsp1_175157	10
Rhodsp1|Rhodsp1_177866	15
Rhodsp1|Rhodsp1_206433	13
Rhodsp1|Rhodsp1_236412	11
Rhodsp1|Rhodsp1_261513	14
Rhodsp1|Rhodsp1_263124	11
Rhodsp1|Rhodsp1_273365	11
Rhodsp1|Rhodsp1_277838	11
Rhodsp1|Rhodsp1_278125	12
Rhodsp1|Rhodsp1_278473	16
Rhodsp1|Rhodsp1_280979	15
Rhodsp1|Rhodsp1_281036	10
Rhodsp1|Rhodsp1_281632	10
Rhodsp1|Rhodsp1_282966	11
Rhodsp1|Rhodsp1_284196	11
Rhodsp1|Rhodsp1_284258	12
Rhodsp1|Rhodsp1_284862	10
Rhodsp1|Rhodsp1_285442	10
Rhodsp1|Rhodsp1_285467	12
Rhodsp1|Rhodsp1_285611	11
Rhodsp1|Rhodsp1_292373	15
Rhodsp1|Rhodsp1_296228	17
Rhodsp1|Rhodsp1_297744	15
Rhodsp1|Rhodsp1_298769	10
Rhodsp1|Rhodsp1_298804	12
Rhodsp1|Rhodsp1_299570	13
Rhodsp1|Rhodsp1_299840	10
Rhodsp1|Rhodsp1_301793	10
Rhodsp1|Rhodsp1_310125	16
Rhodsp1|Rhodsp1_313353	17
Rhodsp1|Rhodsp1_314004	11
Rhodsp1|Rhodsp1_314529	11
Rhodsp1|Rhodsp1_314652	10
