Protein	PolyQlength
Botbo1|Botbo1_26713	10
Botbo1|Botbo1_30075	12
Botbo1|Botbo1_30477	13
Botbo1|Botbo1_31459	11
Botbo1|Botbo1_32398	11
Botbo1|Botbo1_33561	10
Botbo1|Botbo1_33750	19
Botbo1|Botbo1_62341	11
Botbo1|Botbo1_69322	10
Botbo1|Botbo1_126829	11
Botbo1|Botbo1_168692	12
Botbo1|Botbo1_172180	15
Botbo1|Botbo1_173998	12
Botbo1|Botbo1_187051	10
Botbo1|Botbo1_187076	11
Botbo1|Botbo1_192186	12
Botbo1|Botbo1_236718	10
Botbo1|Botbo1_245315	15
Botbo1|Botbo1_272766	18
Botbo1|Botbo1_349108	16
Botbo1|Botbo1_407979	13
Botbo1|Botbo1_441311	10
