Protein	PolyQlength
Sakvas1|Sakvas1_172	20
Sakvas1|Sakvas1_194	17
Sakvas1|Sakvas1_248	10
Sakvas1|Sakvas1_260	12
Sakvas1|Sakvas1_337	25
Sakvas1|Sakvas1_521	13
Sakvas1|Sakvas1_832	13
Sakvas1|Sakvas1_857	15
Sakvas1|Sakvas1_960	11
Sakvas1|Sakvas1_1156	34
Sakvas1|Sakvas1_1331	10
Sakvas1|Sakvas1_1347	25
Sakvas1|Sakvas1_1468	11
Sakvas1|Sakvas1_1494	10
Sakvas1|Sakvas1_1600	21
Sakvas1|Sakvas1_1611	13
Sakvas1|Sakvas1_1984	12
Sakvas1|Sakvas1_2056	10
Sakvas1|Sakvas1_2153	27
Sakvas1|Sakvas1_2735	12
Sakvas1|Sakvas1_2816	23
Sakvas1|Sakvas1_2883	11
Sakvas1|Sakvas1_2905	12
Sakvas1|Sakvas1_3015	10
Sakvas1|Sakvas1_3036	11
Sakvas1|Sakvas1_3080	19
Sakvas1|Sakvas1_3161	15
Sakvas1|Sakvas1_3162	11
Sakvas1|Sakvas1_3163	15
Sakvas1|Sakvas1_3321	10
Sakvas1|Sakvas1_3409	12
Sakvas1|Sakvas1_3410	11
Sakvas1|Sakvas1_4003	12
Sakvas1|Sakvas1_4155	10
Sakvas1|Sakvas1_4266	15
Sakvas1|Sakvas1_4271	11
Sakvas1|Sakvas1_4365	16
Sakvas1|Sakvas1_4426	20
Sakvas1|Sakvas1_4504	41
Sakvas1|Sakvas1_4572	14
Sakvas1|Sakvas1_4677	26
Sakvas1|Sakvas1_4910	10
Sakvas1|Sakvas1_4951	11
Sakvas1|Sakvas1_5016	11
Sakvas1|Sakvas1_5059	11
Sakvas1|Sakvas1_5219	14
Sakvas1|Sakvas1_5316	16
Sakvas1|Sakvas1_5335	20
Sakvas1|Sakvas1_5628	10
Sakvas1|Sakvas1_5721	11
Sakvas1|Sakvas1_6000	17
Sakvas1|Sakvas1_6242	12
Sakvas1|Sakvas1_6324	17
Sakvas1|Sakvas1_6506	10
Sakvas1|Sakvas1_6535	14
Sakvas1|Sakvas1_6603	13
Sakvas1|Sakvas1_6650	31
Sakvas1|Sakvas1_6816	13
Sakvas1|Sakvas1_6839	67
Sakvas1|Sakvas1_6886	11
Sakvas1|Sakvas1_6889	20
Sakvas1|Sakvas1_7046	16
Sakvas1|Sakvas1_7180	18
Sakvas1|Sakvas1_7202	47
Sakvas1|Sakvas1_7229	10
Sakvas1|Sakvas1_7475	10
Sakvas1|Sakvas1_7522	18
Sakvas1|Sakvas1_7607	14
Sakvas1|Sakvas1_7675	11
Sakvas1|Sakvas1_7707	11
Sakvas1|Sakvas1_7713	11
Sakvas1|Sakvas1_7714	13
Sakvas1|Sakvas1_7719	10
Sakvas1|Sakvas1_7969	12
Sakvas1|Sakvas1_8071	13
Sakvas1|Sakvas1_8160	13
Sakvas1|Sakvas1_8511	10
Sakvas1|Sakvas1_8610	10
Sakvas1|Sakvas1_8624	13
Sakvas1|Sakvas1_8652	10
Sakvas1|Sakvas1_8776	38
Sakvas1|Sakvas1_8805	11
Sakvas1|Sakvas1_8905	14
Sakvas1|Sakvas1_8993	10
Sakvas1|Sakvas1_9033	13
Sakvas1|Sakvas1_9229	14
