Protein	PolyQlength
Fusoxpis1|Fusoxpis1_254	11
Fusoxpis1|Fusoxpis1_1672	10
Fusoxpis1|Fusoxpis1_2510	10
Fusoxpis1|Fusoxpis1_2511	10
Fusoxpis1|Fusoxpis1_3061	12
Fusoxpis1|Fusoxpis1_3216	12
Fusoxpis1|Fusoxpis1_3217	12
Fusoxpis1|Fusoxpis1_3218	12
Fusoxpis1|Fusoxpis1_3219	12
Fusoxpis1|Fusoxpis1_3220	12
Fusoxpis1|Fusoxpis1_3221	12
Fusoxpis1|Fusoxpis1_12445	11
Fusoxpis1|Fusoxpis1_12519	25
Fusoxpis1|Fusoxpis1_12520	25
Fusoxpis1|Fusoxpis1_13622	11
Fusoxpis1|Fusoxpis1_18801	10
Fusoxpis1|Fusoxpis1_21533	14
Fusoxpis1|Fusoxpis1_24669	17
Fusoxpis1|Fusoxpis1_24670	17
Fusoxpis1|Fusoxpis1_24671	17
Fusoxpis1|Fusoxpis1_24672	17
Fusoxpis1|Fusoxpis1_24931	10
Fusoxpis1|Fusoxpis1_24932	10
