Protein	PolyQlength
Stasp1|Stasp1_42186	10
Stasp1|Stasp1_210532	11
Stasp1|Stasp1_239039	11
Stasp1|Stasp1_241216	11
Stasp1|Stasp1_267992	10
Stasp1|Stasp1_276921	11
Stasp1|Stasp1_280344	15
Stasp1|Stasp1_282861	11
Stasp1|Stasp1_286532	12
Stasp1|Stasp1_287563	11
Stasp1|Stasp1_295364	12
Stasp1|Stasp1_298144	16
Stasp1|Stasp1_306647	13
Stasp1|Stasp1_321548	11
Stasp1|Stasp1_321980	13
Stasp1|Stasp1_325269	11
Stasp1|Stasp1_334052	31
Stasp1|Stasp1_336471	11
Stasp1|Stasp1_340308	27
Stasp1|Stasp1_372192	30
Stasp1|Stasp1_376360	16
Stasp1|Stasp1_379969	11
