Protein	PolyQlength
Wilmi1|Wilmi1_51803	13
Wilmi1|Wilmi1_98393	16
Wilmi1|Wilmi1_117556	10
Wilmi1|Wilmi1_120154	10
Wilmi1|Wilmi1_217731	12
Wilmi1|Wilmi1_264593	11
Wilmi1|Wilmi1_327045	15
Wilmi1|Wilmi1_372977	37
Wilmi1|Wilmi1_387032	10
Wilmi1|Wilmi1_391622	12
Wilmi1|Wilmi1_540278	23
Wilmi1|Wilmi1_540887	11
Wilmi1|Wilmi1_542052	10
Wilmi1|Wilmi1_583051	13
Wilmi1|Wilmi1_588792	10
Wilmi1|Wilmi1_589933	14
Wilmi1|Wilmi1_592117	11
Wilmi1|Wilmi1_593726	10
Wilmi1|Wilmi1_597924	12
Wilmi1|Wilmi1_602954	11
Wilmi1|Wilmi1_607440	10
Wilmi1|Wilmi1_610047	11
Wilmi1|Wilmi1_610462	12
Wilmi1|Wilmi1_613397	10
Wilmi1|Wilmi1_618973	10
Wilmi1|Wilmi1_619422	10
Wilmi1|Wilmi1_620256	16
Wilmi1|Wilmi1_621091	18
Wilmi1|Wilmi1_625625	12
Wilmi1|Wilmi1_628473	13
Wilmi1|Wilmi1_628708	13
Wilmi1|Wilmi1_631535	15
Wilmi1|Wilmi1_631632	24
Wilmi1|Wilmi1_633714	11
Wilmi1|Wilmi1_634534	14
Wilmi1|Wilmi1_635758	12
Wilmi1|Wilmi1_636452	11
Wilmi1|Wilmi1_637756	12
Wilmi1|Wilmi1_641021	10
Wilmi1|Wilmi1_641521	17
Wilmi1|Wilmi1_641962	16
Wilmi1|Wilmi1_644606	34
Wilmi1|Wilmi1_644755	17
Wilmi1|Wilmi1_645776	24
Wilmi1|Wilmi1_646459	25
Wilmi1|Wilmi1_647288	12
Wilmi1|Wilmi1_649249	13
Wilmi1|Wilmi1_650020	15
Wilmi1|Wilmi1_651300	18
Wilmi1|Wilmi1_651389	21
Wilmi1|Wilmi1_655069	10
Wilmi1|Wilmi1_658200	11
Wilmi1|Wilmi1_660329	11
Wilmi1|Wilmi1_662888	14
Wilmi1|Wilmi1_663646	11
Wilmi1|Wilmi1_664846	18
Wilmi1|Wilmi1_667137	20
Wilmi1|Wilmi1_673329	33
Wilmi1|Wilmi1_675010	12
