Protein	PolyQlength
Rhimi1_1|Rhimi1_1_1146	10
Rhimi1_1|Rhimi1_1_7364	10
Rhimi1_1|Rhimi1_1_8101	17
Rhimi1_1|Rhimi1_1_29400	10
Rhimi1_1|Rhimi1_1_35493	34
Rhimi1_1|Rhimi1_1_62573	20
Rhimi1_1|Rhimi1_1_65192	17
Rhimi1_1|Rhimi1_1_66105	11
Rhimi1_1|Rhimi1_1_69505	10
Rhimi1_1|Rhimi1_1_69983	10
Rhimi1_1|Rhimi1_1_75757	10
Rhimi1_1|Rhimi1_1_81247	12
Rhimi1_1|Rhimi1_1_86088	26
Rhimi1_1|Rhimi1_1_91940	11
Rhimi1_1|Rhimi1_1_95458	11
Rhimi1_1|Rhimi1_1_95463	10
Rhimi1_1|Rhimi1_1_96497	11
Rhimi1_1|Rhimi1_1_100101	10
Rhimi1_1|Rhimi1_1_100524	16
Rhimi1_1|Rhimi1_1_110710	10
Rhimi1_1|Rhimi1_1_112375	10
Rhimi1_1|Rhimi1_1_113911	25
Rhimi1_1|Rhimi1_1_120873	12
Rhimi1_1|Rhimi1_1_123104	15
Rhimi1_1|Rhimi1_1_125009	11
Rhimi1_1|Rhimi1_1_127654	12
Rhimi1_1|Rhimi1_1_204899	16
Rhimi1_1|Rhimi1_1_207621	10
Rhimi1_1|Rhimi1_1_207996	11
Rhimi1_1|Rhimi1_1_220798	11
Rhimi1_1|Rhimi1_1_224239	32
Rhimi1_1|Rhimi1_1_228682	13
Rhimi1_1|Rhimi1_1_230238	11
Rhimi1_1|Rhimi1_1_232886	10
Rhimi1_1|Rhimi1_1_233345	11
Rhimi1_1|Rhimi1_1_234258	10
Rhimi1_1|Rhimi1_1_234889	10
Rhimi1_1|Rhimi1_1_235578	11
Rhimi1_1|Rhimi1_1_235723	14
Rhimi1_1|Rhimi1_1_236778	18
Rhimi1_1|Rhimi1_1_236790	25
Rhimi1_1|Rhimi1_1_236818	14
Rhimi1_1|Rhimi1_1_238104	16
Rhimi1_1|Rhimi1_1_238242	10
Rhimi1_1|Rhimi1_1_238962	19
Rhimi1_1|Rhimi1_1_239780	10
Rhimi1_1|Rhimi1_1_239929	12
Rhimi1_1|Rhimi1_1_240067	10
Rhimi1_1|Rhimi1_1_240780	10
Rhimi1_1|Rhimi1_1_240797	10
Rhimi1_1|Rhimi1_1_240822	10
Rhimi1_1|Rhimi1_1_240842	11
Rhimi1_1|Rhimi1_1_242301	17
Rhimi1_1|Rhimi1_1_243909	15
Rhimi1_1|Rhimi1_1_245143	10
Rhimi1_1|Rhimi1_1_245732	15
Rhimi1_1|Rhimi1_1_246733	13
Rhimi1_1|Rhimi1_1_249259	10
Rhimi1_1|Rhimi1_1_249381	16
Rhimi1_1|Rhimi1_1_250058	11
Rhimi1_1|Rhimi1_1_250606	12
Rhimi1_1|Rhimi1_1_251967	10
Rhimi1_1|Rhimi1_1_252085	15
Rhimi1_1|Rhimi1_1_260204	10
Rhimi1_1|Rhimi1_1_288267	10
Rhimi1_1|Rhimi1_1_289083	32
Rhimi1_1|Rhimi1_1_289165	11
Rhimi1_1|Rhimi1_1_289229	10
Rhimi1_1|Rhimi1_1_290371	10
Rhimi1_1|Rhimi1_1_290623	10
Rhimi1_1|Rhimi1_1_291407	10
Rhimi1_1|Rhimi1_1_291784	13
Rhimi1_1|Rhimi1_1_292034	11
Rhimi1_1|Rhimi1_1_292121	10
Rhimi1_1|Rhimi1_1_292672	11
Rhimi1_1|Rhimi1_1_293257	14
Rhimi1_1|Rhimi1_1_293293	10
Rhimi1_1|Rhimi1_1_293441	13
Rhimi1_1|Rhimi1_1_294034	10
Rhimi1_1|Rhimi1_1_294953	10
Rhimi1_1|Rhimi1_1_295318	10
Rhimi1_1|Rhimi1_1_295319	11
Rhimi1_1|Rhimi1_1_295438	11
Rhimi1_1|Rhimi1_1_295733	11
Rhimi1_1|Rhimi1_1_310136	11
Rhimi1_1|Rhimi1_1_310885	20
Rhimi1_1|Rhimi1_1_313666	14
Rhimi1_1|Rhimi1_1_314669	13
Rhimi1_1|Rhimi1_1_315520	11
Rhimi1_1|Rhimi1_1_316828	21
