Protein	PolyQlength
Cepfr1_1|Cepfr1_1_5282	26
Cepfr1_1|Cepfr1_1_139772	15
Cepfr1_1|Cepfr1_1_154312	18
Cepfr1_1|Cepfr1_1_200750	17
Cepfr1_1|Cepfr1_1_212592	16
Cepfr1_1|Cepfr1_1_257186	14
Cepfr1_1|Cepfr1_1_311718	10
Cepfr1_1|Cepfr1_1_349706	26
Cepfr1_1|Cepfr1_1_367652	12
Cepfr1_1|Cepfr1_1_429560	18
Cepfr1_1|Cepfr1_1_430369	15
Cepfr1_1|Cepfr1_1_435929	12
Cepfr1_1|Cepfr1_1_439063	21
Cepfr1_1|Cepfr1_1_454515	19
Cepfr1_1|Cepfr1_1_458922	12
Cepfr1_1|Cepfr1_1_458942	13
Cepfr1_1|Cepfr1_1_459688	41
Cepfr1_1|Cepfr1_1_459746	18
Cepfr1_1|Cepfr1_1_460248	11
Cepfr1_1|Cepfr1_1_461246	15
Cepfr1_1|Cepfr1_1_461423	11
Cepfr1_1|Cepfr1_1_461862	14
Cepfr1_1|Cepfr1_1_463728	28
Cepfr1_1|Cepfr1_1_464234	20
Cepfr1_1|Cepfr1_1_465283	29
Cepfr1_1|Cepfr1_1_465505	20
Cepfr1_1|Cepfr1_1_468031	10
Cepfr1_1|Cepfr1_1_469012	18
Cepfr1_1|Cepfr1_1_469047	15
Cepfr1_1|Cepfr1_1_469653	18
Cepfr1_1|Cepfr1_1_469760	24
Cepfr1_1|Cepfr1_1_469792	19
Cepfr1_1|Cepfr1_1_470544	24
Cepfr1_1|Cepfr1_1_470667	12
Cepfr1_1|Cepfr1_1_470688	14
Cepfr1_1|Cepfr1_1_470720	14
Cepfr1_1|Cepfr1_1_470907	10
Cepfr1_1|Cepfr1_1_471399	19
Cepfr1_1|Cepfr1_1_472507	11
Cepfr1_1|Cepfr1_1_473520	33
Cepfr1_1|Cepfr1_1_474073	13
Cepfr1_1|Cepfr1_1_476435	21
Cepfr1_1|Cepfr1_1_477739	24
Cepfr1_1|Cepfr1_1_480868	18
