Protein	PolyQlength
Ascra1|Ascra1_362	27
Ascra1|Ascra1_529	40
Ascra1|Ascra1_576	16
Ascra1|Ascra1_603	38
Ascra1|Ascra1_775	11
Ascra1|Ascra1_867	10
Ascra1|Ascra1_1227	11
Ascra1|Ascra1_1240	13
Ascra1|Ascra1_1428	10
Ascra1|Ascra1_1698	13
Ascra1|Ascra1_1805	30
Ascra1|Ascra1_1951	32
Ascra1|Ascra1_2144	42
Ascra1|Ascra1_2756	13
Ascra1|Ascra1_2770	54
Ascra1|Ascra1_3149	10
Ascra1|Ascra1_3337	12
Ascra1|Ascra1_3440	23
Ascra1|Ascra1_3709	12
Ascra1|Ascra1_3844	18
Ascra1|Ascra1_3884	27
Ascra1|Ascra1_3885	25
Ascra1|Ascra1_3897	12
Ascra1|Ascra1_4508	12
Ascra1|Ascra1_4806	11
Ascra1|Ascra1_4996	12
Ascra1|Ascra1_5023	10
Ascra1|Ascra1_5158	16
Ascra1|Ascra1_5275	26
Ascra1|Ascra1_5392	10
Ascra1|Ascra1_5404	12
Ascra1|Ascra1_5409	10
Ascra1|Ascra1_5475	11
Ascra1|Ascra1_5489	11
Ascra1|Ascra1_5594	10
Ascra1|Ascra1_5916	18
Ascra1|Ascra1_6250	47
Ascra1|Ascra1_6303	12
Ascra1|Ascra1_6508	47
Ascra1|Ascra1_6862	21
Ascra1|Ascra1_6870	29
Ascra1|Ascra1_6884	11
Ascra1|Ascra1_6889	16
Ascra1|Ascra1_7263	13
Ascra1|Ascra1_7475	11
Ascra1|Ascra1_7599	21
Ascra1|Ascra1_7856	27
Ascra1|Ascra1_8055	10
Ascra1|Ascra1_8451	25
Ascra1|Ascra1_8603	12
Ascra1|Ascra1_8648	31
Ascra1|Ascra1_9099	11
Ascra1|Ascra1_9778	16
Ascra1|Ascra1_10023	14
Ascra1|Ascra1_10049	11
