Protein	PolyQlength
PhaPMI808|PhaPMI808_58398	12
PhaPMI808|PhaPMI808_603102	10
PhaPMI808|PhaPMI808_612174	21
PhaPMI808|PhaPMI808_612663	10
PhaPMI808|PhaPMI808_615604	10
PhaPMI808|PhaPMI808_617944	46
PhaPMI808|PhaPMI808_627195	16
PhaPMI808|PhaPMI808_627323	59
PhaPMI808|PhaPMI808_628431	10
PhaPMI808|PhaPMI808_676716	10
PhaPMI808|PhaPMI808_678274	10
PhaPMI808|PhaPMI808_681800	12
PhaPMI808|PhaPMI808_689937	30
PhaPMI808|PhaPMI808_697014	91
PhaPMI808|PhaPMI808_702580	10
PhaPMI808|PhaPMI808_703013	19
PhaPMI808|PhaPMI808_710742	23
PhaPMI808|PhaPMI808_720562	10
PhaPMI808|PhaPMI808_726529	10
PhaPMI808|PhaPMI808_737344	25
PhaPMI808|PhaPMI808_751844	12
PhaPMI808|PhaPMI808_755723	38
PhaPMI808|PhaPMI808_766300	32
PhaPMI808|PhaPMI808_773679	19
PhaPMI808|PhaPMI808_802272	11
PhaPMI808|PhaPMI808_822385	10
