Protein	PolyQlength
Disac1|Disac1_13935	10
Disac1|Disac1_14218	10
Disac1|Disac1_63923	12
Disac1|Disac1_138971	10
Disac1|Disac1_141225	11
Disac1|Disac1_246508	16
Disac1|Disac1_310919	11
Disac1|Disac1_314503	11
Disac1|Disac1_317339	10
Disac1|Disac1_318881	26
Disac1|Disac1_320294	13
Disac1|Disac1_351611	10
Disac1|Disac1_354180	15
Disac1|Disac1_366128	29
Disac1|Disac1_366923	13
Disac1|Disac1_368784	10
Disac1|Disac1_369792	17
Disac1|Disac1_374889	15
Disac1|Disac1_375355	10
Disac1|Disac1_377363	13
Disac1|Disac1_378740	13
Disac1|Disac1_379951	13
Disac1|Disac1_381417	10
Disac1|Disac1_381441	12
Disac1|Disac1_383123	12
Disac1|Disac1_386478	11
Disac1|Disac1_406428	32
Disac1|Disac1_407413	19
Disac1|Disac1_421970	11
Disac1|Disac1_427813	13
