Protein	PolyQlength
Tribre1|Tribre1_115241	11
Tribre1|Tribre1_115242	10
Tribre1|Tribre1_115339	29
Tribre1|Tribre1_115351	12
Tribre1|Tribre1_115520	26
Tribre1|Tribre1_116009	12
Tribre1|Tribre1_116657	16
Tribre1|Tribre1_116921	10
Tribre1|Tribre1_116927	11
Tribre1|Tribre1_116938	12
Tribre1|Tribre1_117183	11
Tribre1|Tribre1_117222	12
Tribre1|Tribre1_117244	17
Tribre1|Tribre1_117705	10
Tribre1|Tribre1_118061	21
Tribre1|Tribre1_118348	22
Tribre1|Tribre1_118376	15
Tribre1|Tribre1_118661	15
Tribre1|Tribre1_119046	13
Tribre1|Tribre1_119417	13
Tribre1|Tribre1_119820	11
Tribre1|Tribre1_120256	10
Tribre1|Tribre1_120708	14
Tribre1|Tribre1_121266	11
Tribre1|Tribre1_121410	12
Tribre1|Tribre1_121414	11
Tribre1|Tribre1_121795	11
Tribre1|Tribre1_121829	13
Tribre1|Tribre1_122019	19
Tribre1|Tribre1_122029	10
Tribre1|Tribre1_122090	14
Tribre1|Tribre1_122198	25
Tribre1|Tribre1_122407	13
Tribre1|Tribre1_122433	19
Tribre1|Tribre1_122526	13
Tribre1|Tribre1_122606	11
Tribre1|Tribre1_122878	12
Tribre1|Tribre1_123194	17
Tribre1|Tribre1_123563	12
Tribre1|Tribre1_123742	14
Tribre1|Tribre1_123815	22
Tribre1|Tribre1_124881	11
Tribre1|Tribre1_125046	11
Tribre1|Tribre1_125088	11
