Protein	PolyQlength
Aspwel1|Aspwel1_24274	11
Aspwel1|Aspwel1_33893	11
Aspwel1|Aspwel1_38847	11
Aspwel1|Aspwel1_38858	11
Aspwel1|Aspwel1_44597	12
Aspwel1|Aspwel1_44768	12
Aspwel1|Aspwel1_79105	14
Aspwel1|Aspwel1_81751	19
Aspwel1|Aspwel1_132200	12
Aspwel1|Aspwel1_143846	10
Aspwel1|Aspwel1_145673	11
Aspwel1|Aspwel1_156034	10
Aspwel1|Aspwel1_156587	10
Aspwel1|Aspwel1_157559	10
Aspwel1|Aspwel1_164967	11
Aspwel1|Aspwel1_165278	15
Aspwel1|Aspwel1_165706	10
Aspwel1|Aspwel1_173196	19
Aspwel1|Aspwel1_173374	14
Aspwel1|Aspwel1_174728	10
Aspwel1|Aspwel1_175277	13
Aspwel1|Aspwel1_178126	20
Aspwel1|Aspwel1_178873	24
Aspwel1|Aspwel1_180080	11
Aspwel1|Aspwel1_182536	27
