Protein	PolyQlength
Aspbru1|Aspbru1_13819	20
Aspbru1|Aspbru1_64723	11
Aspbru1|Aspbru1_90614	10
Aspbru1|Aspbru1_94708	18
Aspbru1|Aspbru1_176536	12
Aspbru1|Aspbru1_199520	15
Aspbru1|Aspbru1_236667	11
Aspbru1|Aspbru1_272908	11
Aspbru1|Aspbru1_366910	24
Aspbru1|Aspbru1_369293	10
Aspbru1|Aspbru1_372729	14
Aspbru1|Aspbru1_376356	18
Aspbru1|Aspbru1_383714	15
Aspbru1|Aspbru1_385823	25
Aspbru1|Aspbru1_387568	10
Aspbru1|Aspbru1_392220	10
Aspbru1|Aspbru1_415885	16
Aspbru1|Aspbru1_418185	12
Aspbru1|Aspbru1_429833	10
Aspbru1|Aspbru1_432793	16
Aspbru1|Aspbru1_436359	10
Aspbru1|Aspbru1_438012	10
Aspbru1|Aspbru1_438549	13
Aspbru1|Aspbru1_439523	12
Aspbru1|Aspbru1_440330	11
Aspbru1|Aspbru1_440675	10
Aspbru1|Aspbru1_441849	16
Aspbru1|Aspbru1_444376	10
Aspbru1|Aspbru1_444465	13
Aspbru1|Aspbru1_445685	10
Aspbru1|Aspbru1_446177	13
Aspbru1|Aspbru1_454048	12
Aspbru1|Aspbru1_456684	15
Aspbru1|Aspbru1_459509	17
Aspbru1|Aspbru1_460739	10
Aspbru1|Aspbru1_461312	10
Aspbru1|Aspbru1_464262	12
Aspbru1|Aspbru1_469661	13
Aspbru1|Aspbru1_474869	40
Aspbru1|Aspbru1_477586	24
Aspbru1|Aspbru1_479089	10
Aspbru1|Aspbru1_484445	19
Aspbru1|Aspbru1_486849	10
Aspbru1|Aspbru1_494797	13
Aspbru1|Aspbru1_499277	14
Aspbru1|Aspbru1_499515	11
Aspbru1|Aspbru1_512618	11
Aspbru1|Aspbru1_512633	11
Aspbru1|Aspbru1_514573	10
Aspbru1|Aspbru1_514950	11
