Protein	PolyQlength
Ophnu1|Ophnu1_1978579	13
Ophnu1|Ophnu1_1978587	13
Ophnu1|Ophnu1_1978642	10
Ophnu1|Ophnu1_1978711	11
Ophnu1|Ophnu1_1978836	10
Ophnu1|Ophnu1_1979325	13
Ophnu1|Ophnu1_1979339	18
Ophnu1|Ophnu1_1979346	10
Ophnu1|Ophnu1_1979369	11
Ophnu1|Ophnu1_1979392	14
Ophnu1|Ophnu1_1979412	10
Ophnu1|Ophnu1_1979552	14
Ophnu1|Ophnu1_1979610	10
Ophnu1|Ophnu1_1979650	10
Ophnu1|Ophnu1_1979673	10
Ophnu1|Ophnu1_1979886	10
Ophnu1|Ophnu1_1979918	16
Ophnu1|Ophnu1_1979979	20
Ophnu1|Ophnu1_1979989	10
Ophnu1|Ophnu1_1980002	33
Ophnu1|Ophnu1_1980296	13
Ophnu1|Ophnu1_1980332	17
Ophnu1|Ophnu1_1980553	21
Ophnu1|Ophnu1_1980679	12
Ophnu1|Ophnu1_1980804	19
Ophnu1|Ophnu1_1980922	10
Ophnu1|Ophnu1_1980938	11
Ophnu1|Ophnu1_1980974	53
Ophnu1|Ophnu1_1980987	10
Ophnu1|Ophnu1_1981056	19
Ophnu1|Ophnu1_1981085	18
Ophnu1|Ophnu1_1981124	12
Ophnu1|Ophnu1_1981141	10
Ophnu1|Ophnu1_1981175	15
Ophnu1|Ophnu1_1981176	11
Ophnu1|Ophnu1_1981206	10
Ophnu1|Ophnu1_1981306	21
Ophnu1|Ophnu1_1981359	11
Ophnu1|Ophnu1_1981404	10
Ophnu1|Ophnu1_1981410	22
Ophnu1|Ophnu1_1981411	10
Ophnu1|Ophnu1_1981457	16
Ophnu1|Ophnu1_1981561	10
Ophnu1|Ophnu1_1981826	12
Ophnu1|Ophnu1_1981854	26
Ophnu1|Ophnu1_1981897	25
Ophnu1|Ophnu1_1981906	11
Ophnu1|Ophnu1_1982156	10
Ophnu1|Ophnu1_1982209	15
Ophnu1|Ophnu1_1982289	11
Ophnu1|Ophnu1_1982315	15
Ophnu1|Ophnu1_1982392	14
Ophnu1|Ophnu1_1982419	13
Ophnu1|Ophnu1_1982436	10
Ophnu1|Ophnu1_1982587	23
Ophnu1|Ophnu1_1982748	11
Ophnu1|Ophnu1_1982832	13
Ophnu1|Ophnu1_1982882	15
Ophnu1|Ophnu1_1982971	18
Ophnu1|Ophnu1_1983028	10
Ophnu1|Ophnu1_1983612	10
Ophnu1|Ophnu1_1983621	14
Ophnu1|Ophnu1_1983831	10
Ophnu1|Ophnu1_1983914	10
Ophnu1|Ophnu1_1984012	12
Ophnu1|Ophnu1_1984364	11
Ophnu1|Ophnu1_1984371	12
Ophnu1|Ophnu1_1984416	12
Ophnu1|Ophnu1_1984557	11
Ophnu1|Ophnu1_1984646	11
Ophnu1|Ophnu1_1984750	14
Ophnu1|Ophnu1_1984879	10
Ophnu1|Ophnu1_1985007	10
Ophnu1|Ophnu1_1985715	18
Ophnu1|Ophnu1_1985842	10
Ophnu1|Ophnu1_1985970	10
Ophnu1|Ophnu1_1986038	11
Ophnu1|Ophnu1_1986101	10
Ophnu1|Ophnu1_1986139	11
Ophnu1|Ophnu1_1986272	14
Ophnu1|Ophnu1_1986311	13
Ophnu1|Ophnu1_1986312	10
Ophnu1|Ophnu1_1986334	10
Ophnu1|Ophnu1_1986373	11
Ophnu1|Ophnu1_1986409	11
Ophnu1|Ophnu1_1986560	15
Ophnu1|Ophnu1_1986732	10
Ophnu1|Ophnu1_1986737	13
Ophnu1|Ophnu1_1986885	16
Ophnu1|Ophnu1_1986933	16
Ophnu1|Ophnu1_1987011	11
Ophnu1|Ophnu1_1987083	12
Ophnu1|Ophnu1_1987084	10
